Method,Silhouette_Score
Layer1,0.6564569654032913
Layer1,0.6950478400254744
Layer1,0.7045514849468646
Layer1,0.6814794301199295
Layer1,0.7036939445673693
Layer1,0.6856250777807349
Layer1,0.6899110579418972
Layer1,0.7146295645350197
Layer1,0.6231877559990973
Layer1,0.6944234799769348
Layer1,0.7093637228527462
Layer1,0.667695561369406
Layer1,0.7118821922035345
Layer1,0.6554651959134077
Layer1,0.709977482496046
Layer1,0.7046041933438916
Layer1,0.6847656067718738
Layer1,0.7100182461026098
Layer1,0.7082143476860865
Layer1,0.7089316120446735
Layer1,0.6976692063111981
Layer1,0.7023467534426674
Layer1,0.7250697552133056
Layer1,0.6585469506293934
Layer1,0.7112261386185245
Layer1,0.662117861288852
Layer1,0.6716669780953906
Layer1,0.6721253115519067
Layer1,0.6594940247156568
Layer1,0.6864071295082738
Layer1,0.6538018603925883
Layer1,0.6802691105288353
Layer1,0.6977443777031433
Layer1,0.6938675776582707
Layer1,0.7263543596474129
Layer1,0.7150684696661066
Layer1,0.7124344345005889
Layer1,0.6931581835566347
Layer1,0.6908388153368658
Layer1,0.6865553722769167
Layer1,0.6576984663081138
Layer1,0.6941221719847891
Layer1,0.6710911142025039
Layer1,0.6767140975947071
Layer1,0.659880182866059
Layer1,0.6910572866845205
Layer1,0.699938563753649
Layer1,0.7056404184787898
Layer1,0.6961437834607636
Layer1,0.6920951450891782
Layer1,0.675635630572551
Layer1,0.7044518679603344
Layer1,0.6647681467498483
Layer1,0.7051425397193893
Layer1,0.6851994238968299
Layer1,0.7239255794103288
Layer1,0.6836568701935997
Layer1,0.7050985029003878
Layer1,0.6944265043775851
Layer1,0.7032443389159323
Layer1,0.7017098149182474
Layer1,0.6441111331588678
Layer1,0.663172876355876
Layer1,0.70074078312873
Layer1,0.6762637751910101
Layer1,0.6693481935361677
Layer1,0.67800297378716
Layer1,0.7059618340803133
Layer1,0.6917229600262053
Layer1,0.6659709629273589
Layer1,0.6893731370638703
Layer1,0.6863450663624363
Layer1,0.6731799946942799
Layer1,0.7342207707277701
Layer1,0.6847388665887494
Layer1,0.6866367427075719
Layer1,0.7000048219896365
Layer1,0.6929520542783296
Layer1,0.7081631963026683
Layer1,0.6685981118692205
Layer1,0.6924300489218462
Layer1,0.6647804959759109
Layer1,0.6699826825290299
Layer1,0.7003038245179404
Layer1,0.69048790213733
Layer1,0.6679671255860999
Layer1,0.6986582367448805
Layer1,0.6889246832024126
Layer1,0.6564253689763503
Layer1,0.6685417856045075
Layer1,0.7089451932000469
Layer1,0.6993425749658343
Layer1,0.7149782989672938
Layer1,0.6869014456389474
Layer1,0.6966855767827472
Layer1,0.7102846929882115
Layer1,0.6926835879085124
Layer1,0.7171179495507999
Layer1,0.6979860490463708
Layer1,0.6889223014662975
Layer1,0.6574303088829693
Layer1,0.6617300253629649
Layer1,0.6897747703441025
Layer1,0.7014451952078028
Layer1,0.6768732884431579
Layer1,0.6800847895570821
Layer1,0.6825717028954807
Layer1,0.6614181358836745
Layer1,0.6275870253344437
Layer1,0.6748188625347403
Layer1,0.7163686880439982
Layer1,0.7341800783147839
Layer1,0.7556689746053801
Layer1,0.7038558208911191
Layer1,0.6955423351801261
Layer1,0.6608129200504116
Layer1,0.7074726549835821
Layer1,0.6816811634856172
Layer1,0.6877369651688768
Layer1,0.6849008922849067
Layer1,0.6837139789288335
Layer1,0.6641495056065124
Layer1,0.7333349962719059
Layer1,0.6877253621719507
Layer1,0.6895658279788269
Layer1,0.6909565440004974
Layer1,0.7057396828215676
Layer1,0.7051429748732886
Layer1,0.7197128035984341
Layer1,0.6861684570578551
Layer1,0.7193359884631033
Layer1,0.6513221829742785
Layer1,0.6770755241177262
Layer1,0.6891057875636376
Layer1,0.6909073057247617
Layer1,0.6734950915780664
Layer1,0.6697935507249331
Layer1,0.712041683546902
Layer1,0.6947198594857771
Layer1,0.7286352649638187
Layer1,0.743721278358437
Layer1,0.6560035005040713
Layer1,0.6764702390572759
Layer1,0.671356265949113
Layer1,0.6696438182904437
Layer1,0.6926492463815533
Layer1,0.6861182460393339
Layer1,0.6730655279021979
Layer1,0.7138623642820022
Layer1,0.6692469884378508
Layer1,0.7277532323197033
Layer1,0.680492213955132
Layer1,0.7203011875551264
Layer1,0.6661148355529535
Layer1,0.6845308273726732
Layer1,0.7224950996912123
Layer1,0.6507786831628585
Layer1,0.7077121114136393
Layer1,0.6876032606655473
Layer1,0.6790728729248442
Layer1,0.6873769730179019
Layer1,0.695089580869725
Layer1,0.6627424570433373
Layer1,0.6657415698207247
Layer1,0.6920619554550665
Layer1,0.6808288144443999
Layer1,0.6997705144583047
Layer1,0.6602312102412035
Layer1,0.6982638661420336
Layer1,0.7030601646002788
Layer1,0.6970268837306773
Layer1,0.6811625329348493
Layer1,0.7228841892711247
Layer1,0.6487348749539757
Layer1,0.6922694459239481
Layer1,0.679864532619176
Layer1,0.6972462804115043
Layer1,0.6889261783028354
Layer1,0.6945760726595128
Layer1,0.6676593645933302
Layer1,0.69063386626158
Layer1,0.6662471888880388
Layer1,0.7066558069389561
Layer1,0.6748468575197235
Layer1,0.6801201642258583
Layer1,0.6854475501005728
Layer1,0.6788941410056069
Layer1,0.679244018928228
Layer1,0.6724714790070417
Layer1,0.694628379783271
Layer1,0.6516311796269989
Layer1,0.6846467538656394
Layer1,0.724483401540464
Layer1,0.6505496525344092
Layer1,0.6533368645324559
Layer1,0.6839160995092763
Layer1,0.6866074093088003
Layer1,0.6894214313725185
Layer1,0.708459608061695
Layer1,0.7177355448391592
Layer1,0.7108436145502692
Layer1,0.7326709676931121
Layer1,0.685132623383984
Layer1,0.7266093084296563
Layer1,0.6930263450256189
Layer1,0.7031859775572251
Layer1,0.6852948959778344
Layer1,0.6905737376331994
Layer1,0.7029880686980582
Layer1,0.655694253403043
Layer1,0.7113811032170508
Layer1,0.6944570685142805
Layer1,0.6807924467523494
Layer1,0.715554247843445
Layer1,0.714494327013048
Layer1,0.7139234585180674
Layer1,0.6638804800421702
Layer1,0.6823529150126453
Layer1,0.7125895879981993
Layer1,0.7222963747316543
Layer1,0.6437233104589548
Layer1,0.6666995921079624
Layer1,0.7040601119968438
Layer1,0.7073885632455155
Layer1,0.6449654431542955
Layer1,0.6979140599868562
Layer1,0.696051287047699
Layer1,0.6827600104636697
Layer1,0.7012526798540046
Layer1,0.7020017557747456
Layer1,0.6853440012456915
Layer1,0.6781010702694991
Layer1,0.7010684941294415
Layer1,0.6953427833702891
Layer1,0.6610053575311288
Layer1,0.6792579934535379
Layer1,0.7006215903755707
Layer1,0.6909007372744509
Layer1,0.6802462694162733
Layer1,0.6980861778990237
Layer1,0.683386404498874
Layer1,0.6931582125502436
Layer1,0.6884785418735985
Layer1,0.7041131318448958
Layer1,0.677783927319318
Layer1,0.7376819855364365
Layer1,0.6975396753347047
Layer1,0.6727774119096828
Layer1,0.6819725353366003
Layer1,0.7129768934133467
Layer1,0.7176984466756058
Layer1,0.6787863762357423
Layer1,0.6902610337976227
Layer1,0.6964657158833368
Layer1,0.7163592303957929
Layer1,0.6681719878504101
Layer1,0.6837009185272355
Layer1,0.7044193248018668
Layer1,0.6725425281366352
Layer1,0.7085494978100131
Layer1,0.7018514925851128
Layer1,0.6957553364493054
Layer1,0.6853346476623338
Layer1,0.69048294501679
Layer1,0.7115137621723536
Layer1,0.7128927482151215
Layer1,0.7111157319169104
Layer1,0.6792937479739155
Layer1,0.6639810270753987
Layer1,0.7078731777261366
Layer1,0.7392100386854842
Layer1,0.6954689600700934
Layer1,0.6777686180833872
Layer1,0.6683512321586864
Layer1,0.6909540050981985
Layer1,0.6937729331631888
Layer1,0.6947232944390563
Layer1,0.7020722553635963
Layer1,0.6964883315675731
Layer1,0.7254885738048232
Layer1,0.6831239351281824
Layer1,0.6956494085711171
Layer1,0.6930195126617318
Layer1,0.6953621745324137
Layer1,0.7134707744337669
Layer1,0.6893718489641604
Layer1,0.7426031419462937
Layer1,0.718016513397516
Layer1,0.6743517992506256
Layer1,0.7040918017224974
Layer1,0.7061444410581093
Layer1,0.7215965560553458
Layer1,0.665436213635104
Layer1,0.6723447743949611
Layer1,0.6945061900790722
Layer1,0.6868098521588994
Layer1,0.723235823813974
Layer1,0.6928009966955249
Layer1,0.6939268200528299
Layer1,0.7125364927166102
Layer1,0.7040939980212183
Layer1,0.6859785266374123
Layer1,0.6706756336816903
Layer1,0.6883604980414282
Layer1,0.725725661208343
Layer1,0.6929763440997962
Layer1,0.6726460370149261
Layer1,0.6600847662316301
Layer1,0.6824652522873722
Layer1,0.6871113764744214
Layer1,0.6929107284480814
Layer1,0.6941537111447232
Layer1,0.6974478812874894
Layer1,0.7012581520117779
Layer1,0.722907649555485
Layer1,0.7228902500352042
Layer1,0.6883615540928635
Layer1,0.6917318806554716
Layer1,0.6680430256898588
Layer1,0.6811867868691757
Layer1,0.7286476127327902
Layer1,0.6916722552224563
Layer1,0.6318258042901087
Layer1,0.6811717279722435
Layer1,0.6768299505718617
Layer1,0.7189319625167658
Layer1,0.6943742205186483
Layer1,0.6722375333389279
Layer1,0.6737184632807711
Layer1,0.6937398190560841
Layer1,0.6704792240608803
Layer1,0.6583267594088785
Layer1,0.6954510049792944
Layer1,0.676570431573754
Layer1,0.6715836687999925
Layer1,0.6986534469870745
Layer1,0.7027674918014022
Layer1,0.6835118084944367
Layer1,0.6926345576121283
Layer1,0.6620260389485428
Layer1,0.6957823100418737
Layer1,0.6673761529402843
Layer1,0.695515061733732
Layer1,0.7047895301712375
Layer1,0.6711724865722106
Layer1,0.6614239051146736
Layer1,0.6680217522618156
Layer1,0.6887613892046542
Layer1,0.6589467155361326
Layer1,0.6794828333859385
Layer1,0.6765098332389221
Layer1,0.6961104188743364
Layer1,0.6757890360713175
Layer1,0.6533093694652112
Layer1,0.7194824543407206
Layer1,0.6533362183190048
Layer1,0.6743386598151347
Layer1,0.6759786265350269
Layer1,0.6936052949957708
Layer1,0.6904476444378129
Layer1,0.6686894738868429
Layer1,0.6875509157524712
Layer1,0.6811100222418123
Layer1,0.6943901441970781
Layer1,0.6538908551785831
Layer1,0.7010736304618554
Layer1,0.7061922929362188
Layer1,0.6778152126748447
Layer1,0.6730770649784742
Layer1,0.6937534588502534
Layer1,0.6966770830698954
Layer1,0.6908099656955532
Layer1,0.6997858576282756
Layer1,0.6569233991572149
Layer1,0.7345006277610239
Layer1,0.7039133833149605
Layer1,0.6736946542889509
Layer1,0.6998456600189509
Layer1,0.6646231805768692
Layer1,0.6839476135654784
Layer1,0.675899945955365
Layer1,0.7022893985475405
Layer1,0.7278802146683968
Layer1,0.6796185970654436
Layer1,0.6819157286809083
Layer1,0.6862941287610166
Layer1,0.6808563024771542
Layer1,0.695173436259374
Layer1,0.6794390108825022
Layer1,0.7025263192449366
Layer1,0.7030506131277837
Layer2,0.663772917667495
Layer2,0.6550071532652794
Layer2,0.6935652626793973
Layer2,0.6831765742212796
Layer2,0.6986438002704055
Layer2,0.7048111960981567
Layer2,0.6898300213893377
Layer2,0.6640447834723634
Layer2,0.6875240007754586
Layer2,0.7000051896029995
Layer2,0.678340220858776
Layer2,0.661250775045742
Layer2,0.7120522412175097
Layer2,0.6816950471363099
Layer2,0.6818153997517044
Layer2,0.6903192448346239
Layer2,0.7106094471501849
Layer2,0.6952723950391324
Layer2,0.683335480272859
Layer2,0.7036426669053149
Layer2,0.7329404898561511
Layer2,0.7177557251621102
Layer2,0.7034574284135596
Layer2,0.6675543904028587
Layer2,0.7650411748613065
Layer2,0.6660268576265616
Layer2,0.6825639419296176
Layer2,0.6760022161154285
Layer2,0.7225378372304612
Layer2,0.698404801509516
Layer2,0.6614575007429282
Layer2,0.6953517435452244
Layer2,0.7009381133569788
Layer2,0.6836303395288257
Layer2,0.6655962042137092
Layer2,0.6754993316407697
Layer2,0.6812630196175119
Layer2,0.6904546305788007
Layer2,0.6796018010060652
Layer2,0.704704408084889
Layer2,0.6710010500389431
Layer2,0.6553722626298172
Layer2,0.6752121311226151
Layer2,0.716977812927629
Layer2,0.6785368738569862
Layer2,0.7368161777558244
Layer2,0.6998296846876971
Layer2,0.6667114787151134
Layer2,0.6733142760643368
Layer2,0.6948674494278763
Layer2,0.6664471215543043
Layer2,0.737491573060632
Layer2,0.6701821843821355
Layer2,0.7036188691190136
Layer2,0.7192025978052028
Layer2,0.6878159918599065
Layer2,0.6700827774923698
Layer2,0.6845386731545076
Layer2,0.6972443279493481
Layer2,0.7075150418572304
Layer2,0.6911343387199249
Layer2,0.6619955514803828
Layer2,0.690846478132194
Layer2,0.67653283656895
Layer2,0.6463352832514918
Layer2,0.6760487962367243
Layer2,0.6613509865042415
Layer2,0.7017370881453702
Layer2,0.7288832950808215
Layer2,0.7271750731352079
Layer2,0.6785358251110241
Layer2,0.6806521125955345
Layer2,0.7037756399864766
Layer2,0.7112257122414573
Layer2,0.6816252282688062
Layer2,0.6871472812345684
Layer2,0.7341385869830578
Layer2,0.6878509696222556
Layer2,0.680293571154177
Layer2,0.6923982796774991
Layer2,0.7015940472425971
Layer2,0.6695671628556283
Layer2,0.6850319438865955
Layer2,0.6666727876256302
Layer2,0.6844347289299885
Layer2,0.7275384905756019
Layer2,0.7048344435733578
Layer2,0.6881491349856268
Layer2,0.6713377594882726
Layer2,0.6837718408104166
Layer2,0.7110146665549041
Layer2,0.6787662637939865
Layer2,0.7190084131504025
Layer2,0.6625272728947633
Layer2,0.6841990741342958
Layer2,0.7248552866656843
Layer2,0.6498432246189263
Layer2,0.7137682631469964
Layer2,0.6529724585071913
Layer2,0.6881984030586802
Layer2,0.6834118192898287
Layer2,0.7129710951027391
Layer2,0.7072330555198638
Layer2,0.662478086947328
Layer2,0.7218554885207191
Layer2,0.6940446026985504
Layer2,0.652504329381946
Layer2,0.6706117588334731
Layer2,0.6907109004572723
Layer2,0.6902618925140088
Layer2,0.6724600642378352
Layer2,0.7424320474799223
Layer2,0.6756548961661847
Layer2,0.7109964230445585
Layer2,0.695223616576054
Layer2,0.7132420576885735
Layer2,0.6914266713343998
Layer2,0.672588906292655
Layer2,0.7134439953571633
Layer2,0.7031253864253516
Layer2,0.6945131681541443
Layer2,0.692224312086637
Layer2,0.7002436089835468
Layer2,0.705365380809154
Layer2,0.7164459271681113
Layer2,0.7341113759034348
Layer2,0.6765508317780873
Layer2,0.6588369392194406
Layer2,0.6828147389645542
Layer2,0.6740305019418324
Layer2,0.6932108571070673
Layer2,0.690465024980605
Layer2,0.7019583765491016
Layer2,0.7049172300963921
Layer2,0.6570983878515303
Layer2,0.6845031540863824
Layer2,0.7245683486204098
Layer2,0.6737579596839951
Layer2,0.664571768040387
Layer2,0.6710911220596786
Layer2,0.7358733929397563
Layer2,0.6775581087371463
Layer2,0.6683170294896801
Layer2,0.6680624169846358
Layer2,0.711063897280878
Layer2,0.6558115478997583
Layer2,0.6646465268713178
Layer2,0.6844150388894394
Layer2,0.7061755039372667
Layer2,0.6863469419666037
Layer2,0.654850570472844
Layer2,0.7452415218696193
Layer2,0.6631575299636226
Layer2,0.6877988589015293
Layer2,0.688277097087042
Layer2,0.6916273142703391
Layer2,0.6584518502238985
Layer2,0.6731984908255523
Layer2,0.6804988574451744
Layer2,0.6938179986094235
Layer2,0.6955489338543374
Layer2,0.6932126070130534
Layer2,0.707905168309294
Layer2,0.6686746313582225
Layer2,0.7012902197405473
Layer2,0.6543903386898424
Layer2,0.7148121759456565
Layer2,0.6942572379848351
Layer2,0.6987648289683636
Layer2,0.7039637197507611
Layer2,0.7000806039313352
Layer2,0.7119648484183163
Layer2,0.6861588222920506
Layer2,0.6975522870827028
Layer2,0.7029247326522065
Layer2,0.6536230368545679
Layer2,0.6501229486650506
Layer2,0.6778357956192028
Layer2,0.6783742571024933
Layer2,0.6873693600381848
Layer2,0.6989023515958609
Layer2,0.6665431850232818
Layer2,0.6833947114530731
Layer2,0.696018660705904
Layer2,0.6982976037364788
Layer2,0.6762296349695982
Layer2,0.7042060760195117
Layer2,0.6877952679845821
Layer2,0.6853985346030436
Layer2,0.717856533741923
Layer2,0.6756715395729036
Layer2,0.6460967637048737
Layer2,0.6871546513918237
Layer2,0.6991416059874125
Layer2,0.6979842274319897
Layer2,0.6731253071299902
Layer2,0.7030577201241399
Layer2,0.7007481558463035
Layer2,0.6870415775883253
Layer2,0.6943827560233938
Layer2,0.6807935852770082
Layer2,0.6908634152653814
Layer2,0.6885683430929878
Layer2,0.6880553809898127
Layer2,0.7022393848075678
Layer2,0.6956756033901694
Layer2,0.6952837393771425
Layer2,0.671416061021495
Layer2,0.6837796633154981
Layer2,0.6672196431149359
Layer2,0.6876229755588392
Layer2,0.6884112272273041
Layer2,0.7097160075741592
Layer2,0.6815246383995897
Layer2,0.7125212559409982
Layer2,0.7023106192075322
Layer2,0.7055809658087745
Layer2,0.6737646925353398
Layer2,0.6846414277348578
Layer2,0.6830743959004852
Layer2,0.6986055800669978
Layer2,0.7054298215197673
Layer2,0.716891285939437
Layer2,0.6966492708493348
Layer2,0.7123299417632825
Layer2,0.6907212941005431
Layer2,0.6850746639302118
Layer2,0.6797844114142161
Layer2,0.7168388390084194
Layer2,0.6896352513021102
Layer2,0.6902688876469248
Layer2,0.6581240190841255
Layer2,0.6718599791828455
Layer2,0.6821350285025717
Layer2,0.6655421014615611
Layer2,0.6706487230728944
Layer2,0.688303522423758
Layer2,0.6919403378039699
Layer2,0.7047020708232157
Layer2,0.6836158175988771
Layer2,0.7552166937915809
Layer2,0.6584085394471327
Layer2,0.7316038054909008
Layer2,0.7035629176229931
Layer2,0.6673111597650078
Layer2,0.7228428907402675
Layer2,0.6924907087853559
Layer2,0.6742264833174323
Layer2,0.6924871498459294
Layer2,0.6812793359609864
Layer2,0.7118658250127543
Layer2,0.6745980844813149
Layer2,0.7121518728427391
Layer2,0.6871319172703639
Layer2,0.6853060037070943
Layer2,0.6740658085467051
Layer2,0.6891931476189164
Layer2,0.6955456491462769
Layer2,0.681306364647754
Layer2,0.638767449124665
Layer2,0.6838236425198146
Layer2,0.6935447729791302
Layer2,0.701841189046226
Layer2,0.6964433849702844
Layer2,0.6891063073745378
Layer2,0.6731201465831925
Layer2,0.6513910948958509
Layer2,0.6989653578135153
Layer2,0.6874783500514468
Layer2,0.6848117962648512
Layer2,0.7178077666965137
Layer2,0.6772556456179373
Layer2,0.6931880637507328
Layer2,0.6950744252590721
Layer2,0.702174316984146
Layer2,0.6797827080999971
Layer2,0.6736420546297273
Layer2,0.6888460906068765
Layer2,0.6887073809106881
Layer2,0.6688209940262155
Layer2,0.6698650626234756
Layer2,0.6511200587648919
Layer2,0.7049177803563864
Layer2,0.7022657000114372
Layer2,0.6852746603374519
Layer2,0.6524405172518248
Layer2,0.7028646637642304
Layer2,0.6746440660661328
Layer2,0.6782937543309393
Layer2,0.666756249947658
Layer2,0.6974163005718227
Layer2,0.6804396670945165
Layer2,0.7009378963148468
Layer2,0.6956011236338961
Layer2,0.6767835429082296
Layer2,0.7196423960884419
Layer2,0.6777391414635232
Layer2,0.6792243510140001
Layer2,0.7093257429559134
Layer2,0.6957650460562006
Layer2,0.6850291644188905
Layer2,0.7015465008813898
Layer2,0.6759646209105474
Layer2,0.704654387759083
Layer2,0.6982511862379489
Layer2,0.7056725086149133
Layer2,0.6871384206333471
Layer2,0.7173146378422566
Layer2,0.681275594147964
Layer2,0.6859310109234683
Layer2,0.6871766367496595
Layer2,0.7086095861916412
Layer2,0.7050974782396555
Layer2,0.691933941782697
Layer2,0.6994145124813256
Layer2,0.7070177961702353
Layer2,0.6973270007294651
Layer2,0.6877567342818226
Layer2,0.6949574079269251
Layer2,0.7039207968053625
Layer2,0.683293993267947
Layer2,0.7222978142833107
Layer2,0.6846803963553033
Layer2,0.6934126473219454
Layer2,0.7087196682717085
Layer2,0.6795994805167346
Layer2,0.6788801278572977
Layer2,0.6588234473270033
Layer2,0.717282245454246
Layer2,0.7161552816776442
Layer2,0.6980107055766874
Layer2,0.6681390134103413
Layer2,0.6840827684388869
Layer2,0.6723579588136165
Layer2,0.686118598730966
Layer2,0.6684400758860913
Layer2,0.6822094348474295
Layer2,0.6886302346664549
Layer2,0.7105550930661865
Layer2,0.6858738847659298
Layer2,0.7107307465470484
Layer2,0.6724049109900468
Layer2,0.7246631538944773
Layer2,0.7265752435692348
Layer2,0.7004364645371278
Layer2,0.6457126331934309
Layer2,0.6684472434165377
Layer2,0.6962933990628978
Layer2,0.6779829464668832
Layer2,0.6682632296717304
Layer2,0.6817646574102522
Layer2,0.7182850354449531
Layer2,0.6872805800876576
Layer2,0.6969620502076945
Layer2,0.7205973507426652
Layer2,0.7114353837524638
Layer2,0.7084601140703467
Layer2,0.7250451747181548
Layer2,0.7082425463195559
Layer2,0.6690089141242243
Layer2,0.7275641738464345
Layer2,0.6986491330353752
Layer2,0.7047847367905969
Layer2,0.7129975979690738
Layer2,0.7225966127694993
Layer2,0.6795928185573269
Layer2,0.6991183225887749
Layer2,0.6965813184206858
Layer2,0.7137456180031916
Layer2,0.6845575339814657
Layer2,0.6981041857392054
Layer2,0.6482763423855722
Layer2,0.6779354683835824
Layer2,0.6818111481629722
Layer2,0.683946227364263
Layer2,0.6698162246158444
Layer2,0.6960189351345788
Layer2,0.6687624872773397
Layer2,0.6803290434368157
Layer2,0.7169443573815487
Layer2,0.672280365500247
Layer2,0.6745968003481115
Layer2,0.685565953524721
Layer2,0.6520292299226791
Layer2,0.6321281507605202
Layer2,0.6968150038598071
Layer2,0.6618486218553564
Layer2,0.7031982232720965
Layer2,0.6643646963335319
Layer2,0.6773256566918158
Layer2,0.6890377419863521
Layer2,0.6631599168968613
Layer2,0.691627796571031
Layer2,0.6931646284342188
Layer2,0.6890128036819783
Layer2,0.7004219775695874
Layer2,0.6784027122646787
Layer2,0.6856744675460551
Layer2,0.7258693603373408
Layer2,0.6922509196597315
Layer2,0.66509564057646
Layer2,0.7141993984166615
Layer2,0.694673010673675
Layer2,0.7155030135327987
Layer2,0.6992642830164889
Layer2,0.6862247041992634
Layer2,0.6772218570148546
Layer2,0.6824324480476477
Layer2,0.6883722572513317
Layer2,0.7245346282958313
Layer2,0.6908940481634417
Layer2,0.6883961610542422
Layer2,0.7082093441951567
Layer2,0.6906354215771945
Layer2,0.6883179854759229
Layer2,0.6622754227818695
Layer2,0.6486185650446774
Layer2,0.6744485955040934
Layer2,0.7183398631108185
Layer2,0.6776301263785681
Layer2,0.7128887652830025
Layer2,0.6913567827252227
Layer2,0.7172651650623563
Layer2,0.6818405379736003
Layer2,0.6927066530219191
Layer2,0.6779781806743637
Layer2,0.7076344380313229
Layer2,0.6739932240752685
Layer2,0.6681596677606422
Layer2,0.7347664842719787
Layer2,0.694477582234693
Layer2,0.681679533064482
Layer2,0.6687088681183787
Layer2,0.7076187502236685
Layer2,0.6568700112833805
Layer2,0.7258463013863057
Layer2,0.7080226183126378
Layer2,0.7313510632189758
Layer2,0.7042398595988271
Layer2,0.7481202703063733
Layer2,0.7106630878576501
Layer2,0.7074879035106559
Layer2,0.6700649034954356
Layer2,0.7023490908579008
Layer2,0.6996755024109026
Layer2,0.6853124169795781
Layer2,0.6953916374589321
Layer2,0.6921048483789245
Layer2,0.6613825117348927
Layer2,0.6898412304670698
Layer2,0.6785609474717003
Layer2,0.6780447925654838
Layer2,0.7137153961618751
Layer2,0.7486741990371889
Layer2,0.7102176017317038
Layer2,0.6713164221233805
Layer2,0.690123641414503
Layer2,0.7011157369654245
Layer2,0.6737717903418609
Layer2,0.6886299130212518
Layer2,0.6975927475064424
Layer2,0.7432427702095309
Layer2,0.6901600449304902
Layer2,0.6664674184452858
Layer2,0.709217838558506
Layer2,0.6964165592183418
Layer2,0.6664299791572813
Layer2,0.7104332053767526
Layer2,0.6877666016191876
Layer2,0.6902546061922298
Layer2,0.6918173489673982
Layer2,0.7136974450740489
Layer2,0.7075484256862493
Layer2,0.69620123752081
Layer2,0.6703829647258278
Layer2,0.694746428583612
Layer2,0.6887497749033556
Layer2,0.7133094923374602
Layer2,0.6746586008316138
Layer2,0.6898129950583575
Layer2,0.6955920127699758
Layer2,0.7041361951372854
Layer2,0.7227590612247244
Layer2,0.6866644454860612
Layer2,0.6920547967746059
Layer2,0.6798482220634492
Layer2,0.6953205149197874
Layer2,0.6801392842861981
Layer2,0.7008229125402335
Layer2,0.699756700591684
Layer2,0.6924771876738582
Layer2,0.6372583067436778
Layer2,0.6593136630312474
Layer2,0.6942422163226905
Layer2,0.6970766161530092
Layer2,0.730251405967726
Layer2,0.6985562371161517
Layer2,0.653509981936369
Layer2,0.6853719570441082
Layer2,0.6967259022632941
