Method,Deletion_AUC
Grad-CAM,0.18902291529330364
Grad-CAM,0.18523320331836163
Grad-CAM,0.20533593025963381
Grad-CAM,0.19524865523578913
Grad-CAM,0.20057463821884394
Grad-CAM,0.20991125638429617
Grad-CAM,0.19918004434816608
Grad-CAM,0.195653276436976
Grad-CAM,0.17478700699729482
Grad-CAM,0.18194827065829977
Grad-CAM,0.22324756427116293
Grad-CAM,0.18068467809840558
Grad-CAM,0.19019439429276094
Grad-CAM,0.17849076040821793
Grad-CAM,0.1741827721233871
Grad-CAM,0.12010455850088651
Grad-CAM,0.21423165759127377
Grad-CAM,0.1563626685507329
Grad-CAM,0.16336549848768037
Grad-CAM,0.2070911274087967
Grad-CAM,0.13292806301424048
Grad-CAM,0.1805586153033236
Grad-CAM,0.16879033638826269
Grad-CAM,0.14313472743586975
Grad-CAM,0.1923145445194976
Grad-CAM,0.16457169301558378
Grad-CAM,0.1779302961029493
Grad-CAM,0.17141133829187932
Grad-CAM,0.19279419336219122
Grad-CAM,0.2251949510836335
Grad-CAM,0.15489184615302296
Grad-CAM,0.19714194633121904
Grad-CAM,0.16618929326026594
Grad-CAM,0.17289399652916476
Grad-CAM,0.1421937815278399
Grad-CAM,0.15721490849655054
Grad-CAM,0.1590216333340107
Grad-CAM,0.19358558489804298
Grad-CAM,0.18807132321870662
Grad-CAM,0.17049378842923965
Grad-CAM,0.18075551715748864
Grad-CAM,0.18480128864647846
Grad-CAM,0.18197695956551616
Grad-CAM,0.18177969955062406
Grad-CAM,0.19328724338283415
Grad-CAM,0.20000536282641812
Grad-CAM,0.21069103320435079
Grad-CAM,0.17797089091216775
Grad-CAM,0.16528093874012723
Grad-CAM,0.19409852896205448
Grad-CAM,0.17359470744197647
Grad-CAM,0.1634248783897698
Grad-CAM,0.21436185020355067
Grad-CAM,0.19711664030847556
Grad-CAM,0.17277808082371723
Grad-CAM,0.1734517509575342
Grad-CAM,0.18806747186540612
Grad-CAM,0.18380039377092017
Grad-CAM,0.18923242032818982
Grad-CAM,0.1775628213168708
Grad-CAM,0.14269941866169802
Grad-CAM,0.14255054830071787
Grad-CAM,0.19927396799869213
Grad-CAM,0.18430866562230805
Grad-CAM,0.13584357137870717
Grad-CAM,0.18634640169401218
Grad-CAM,0.18581910465406482
Grad-CAM,0.19432609226196565
Grad-CAM,0.18008124799622163
Grad-CAM,0.1863528434180911
Grad-CAM,0.16300999365930421
Grad-CAM,0.1473095070512255
Grad-CAM,0.17488345323347002
Grad-CAM,0.18216221712310554
Grad-CAM,0.17258459354858738
Grad-CAM,0.14816240064370756
Grad-CAM,0.1698207088132179
Grad-CAM,0.16533176394694232
Grad-CAM,0.19367194126735202
Grad-CAM,0.15530814550077832
Grad-CAM,0.1589378655109283
Grad-CAM,0.16663846100094454
Grad-CAM,0.18231526017406988
Grad-CAM,0.20193298811356625
Grad-CAM,0.18829444636183132
Grad-CAM,0.1508076476521287
Grad-CAM,0.15902017407041424
Grad-CAM,0.21049543787714314
Grad-CAM,0.1831822360848879
Grad-CAM,0.17494470523871156
Grad-CAM,0.18782034878170187
Grad-CAM,0.19186781123553678
Grad-CAM,0.21332842842076408
Grad-CAM,0.18306352968152576
Grad-CAM,0.1648786505981415
Grad-CAM,0.1600461672017725
Grad-CAM,0.19877475894073435
Grad-CAM,0.17937047612855564
Grad-CAM,0.18306081466717922
Grad-CAM,0.18923174907917786
Grad-CAM,0.15952488919798918
Grad-CAM,0.2122052188635373
Grad-CAM,0.17452243388244384
Grad-CAM,0.17565515173126706
Grad-CAM,0.17427191977095594
Grad-CAM,0.1825545794466925
Grad-CAM,0.17268410135906997
Grad-CAM,0.17285781688727794
Grad-CAM,0.1923043306764992
Grad-CAM,0.2059110829976776
Grad-CAM,0.19423896007193076
Grad-CAM,0.15611369528109137
Grad-CAM,0.17219250016684154
Grad-CAM,0.207717601749893
Grad-CAM,0.17967880785528526
Grad-CAM,0.18230358032398997
Grad-CAM,0.17542943097467106
Grad-CAM,0.2101913311289261
Grad-CAM,0.17083473823592057
Grad-CAM,0.1706632260677175
Grad-CAM,0.20032150535354876
Grad-CAM,0.1482544097603224
Grad-CAM,0.17065342104334344
Grad-CAM,0.23006575834043502
Grad-CAM,0.17942231242347795
Grad-CAM,0.18730256527567302
Grad-CAM,0.1400978020163743
Grad-CAM,0.1769265874390189
Grad-CAM,0.15962806952635536
Grad-CAM,0.16525839120167937
Grad-CAM,0.16369637086132308
Grad-CAM,0.1812675507216538
Grad-CAM,0.1737363111121153
Grad-CAM,0.19932750750326395
Grad-CAM,0.13422939687402655
Grad-CAM,0.16604336518834423
Grad-CAM,0.1768290928459156
Grad-CAM,0.20292452719153622
Grad-CAM,0.19583549394128963
Grad-CAM,0.1889507424609541
Grad-CAM,0.18267715600521528
Grad-CAM,0.1813080563465933
Grad-CAM,0.1778871780553135
Grad-CAM,0.1897836736985511
Grad-CAM,0.1676553401547442
Grad-CAM,0.21059443700300604
Grad-CAM,0.20730558713241137
Grad-CAM,0.18623980075842997
Grad-CAM,0.20354746283049074
Grad-CAM,0.20671312983766127
Grad-CAM,0.1788737390524715
Grad-CAM,0.16627654759120516
Grad-CAM,0.1983743936108868
Grad-CAM,0.15405618100362697
Grad-CAM,0.19825383423869375
Grad-CAM,0.18929376226764869
Grad-CAM,0.16612830731991632
Grad-CAM,0.13689196879555277
Grad-CAM,0.1871537950028025
Grad-CAM,0.19345208300199426
Grad-CAM,0.18805274209522296
Grad-CAM,0.12934855293307632
Grad-CAM,0.1872148701908341
Grad-CAM,0.18482112426533048
Grad-CAM,0.18012941312076777
Grad-CAM,0.16253634993529112
Grad-CAM,0.1490268213207277
Grad-CAM,0.2066980609673818
Grad-CAM,0.17922398496681652
Grad-CAM,0.1506038781507209
Grad-CAM,0.2018678079955396
Grad-CAM,0.15601366101463307
Grad-CAM,0.19061260453733847
Grad-CAM,0.15331760457607976
Grad-CAM,0.17414238845059302
Grad-CAM,0.1761174917605873
Grad-CAM,0.2171520881219796
Grad-CAM,0.156295192652136
Grad-CAM,0.16331382593912833
Grad-CAM,0.2025635208038209
Grad-CAM,0.20341452416310868
Grad-CAM,0.18249553543935568
Grad-CAM,0.16808456354763915
Grad-CAM,0.168325668116891
Grad-CAM,0.14735767260993163
Grad-CAM,0.19944412220101038
Grad-CAM,0.19368625795676864
Grad-CAM,0.1972900766586917
Grad-CAM,0.19687082887169194
Grad-CAM,0.19017470484926188
Grad-CAM,0.20037061867552414
Grad-CAM,0.1614697712199095
Grad-CAM,0.21890753140391314
Grad-CAM,0.1871695454940045
Grad-CAM,0.16678861800522463
Grad-CAM,0.15966402359708962
Grad-CAM,0.17595043103636987
Grad-CAM,0.19642886666578085
Grad-CAM,0.1914236785189225
Grad-CAM,0.2054581665599699
Grad-CAM,0.22580776314244777
Grad-CAM,0.1948080746910193
Grad-CAM,0.20234669000892463
Grad-CAM,0.19683219396544227
Grad-CAM,0.16314741073732122
Grad-CAM,0.17129098298982195
Grad-CAM,0.17618807278470996
Grad-CAM,0.20116782875242223
Grad-CAM,0.15447685910038467
Grad-CAM,0.22687715654004406
Grad-CAM,0.1651738883925527
Grad-CAM,0.1608938541703785
Grad-CAM,0.1679019054848619
Grad-CAM,0.16004314944845166
Grad-CAM,0.18254791935547338
Grad-CAM,0.1834464953867177
Grad-CAM,0.21789187510163327
Grad-CAM,0.17278169470336804
Grad-CAM,0.20271277032251414
Grad-CAM,0.1954532324199494
Grad-CAM,0.18926813559671732
Grad-CAM,0.1386294511841371
Grad-CAM,0.18978636436239404
Grad-CAM,0.1842107380031098
Grad-CAM,0.15882019764644886
Grad-CAM,0.19703044591139765
Grad-CAM,0.20678037760966486
Grad-CAM,0.195321355399715
Grad-CAM,0.1806396530020431
Grad-CAM,0.15824690731887514
Grad-CAM,0.19156842684557057
Grad-CAM,0.1638706303348944
Grad-CAM,0.18982204203210323
Grad-CAM,0.16300695448731067
Grad-CAM,0.16409533879526658
Grad-CAM,0.1912175897792776
Grad-CAM,0.1954349139532207
Grad-CAM,0.1669456345130945
Grad-CAM,0.14634428787200454
Grad-CAM,0.15904850254218975
Grad-CAM,0.18323779017717434
Grad-CAM,0.20386599777661718
Grad-CAM,0.13805183246341135
Grad-CAM,0.1556414436348502
Grad-CAM,0.18740564167981993
Grad-CAM,0.1815181799961324
Grad-CAM,0.16408056645058033
Grad-CAM,0.2137841359829844
Grad-CAM,0.18595964960334724
Grad-CAM,0.17100749974180315
Grad-CAM,0.20143495808943124
Grad-CAM,0.16813523028362345
Grad-CAM,0.22575221962039163
Grad-CAM,0.17064400772546334
Grad-CAM,0.22517068720431457
Grad-CAM,0.20984311898275027
Grad-CAM,0.16845097475620574
Grad-CAM,0.18155164298179619
Grad-CAM,0.17232270055795817
Grad-CAM,0.18168528587882177
Grad-CAM,0.17982265356264251
Grad-CAM,0.1549217189225691
Grad-CAM,0.19107600961559923
Grad-CAM,0.1890906440222833
Grad-CAM,0.1453042561152835
Grad-CAM,0.17856643596871757
Grad-CAM,0.1785098612713238
Grad-CAM,0.18938178073457795
Grad-CAM,0.17537340455612507
Grad-CAM,0.1859848548362377
Grad-CAM,0.1592347494219842
Grad-CAM,0.21481967233325916
Grad-CAM,0.18685440905900802
Grad-CAM,0.19550294026244683
Grad-CAM,0.18195969530479034
Grad-CAM,0.16664580626614878
Grad-CAM,0.19134066675971045
Grad-CAM,0.18997864406663612
Grad-CAM,0.15572973056950834
Grad-CAM,0.15984945729183597
Grad-CAM,0.1767530763654891
Grad-CAM,0.1734522380881538
Grad-CAM,0.17790043517075696
Grad-CAM,0.1896974090286268
Grad-CAM,0.1622562795094395
Grad-CAM,0.17296170421445423
Grad-CAM,0.1801994172769044
Grad-CAM,0.15406649342725384
Grad-CAM,0.16933311846194257
Grad-CAM,0.17393468037229395
Grad-CAM,0.1728827239102685
Grad-CAM,0.17804768624865336
Grad-CAM,0.21188364433630966
Grad-CAM,0.20337587088489378
Grad-CAM,0.18041190669856116
Grad-CAM,0.18079880501618606
Grad-CAM,0.17727333004408877
Grad-CAM,0.16748178254636084
Grad-CAM,0.17178739183534578
Grad-CAM,0.20482768579807367
Grad-CAM,0.18402626129747587
Grad-CAM,0.17840536591874082
Grad-CAM,0.17684486260975574
Grad-CAM,0.17568994607690352
Grad-CAM,0.1829724401288996
Grad-CAM,0.16115310736748187
Grad-CAM,0.19712146269001674
Grad-CAM,0.19024095745392303
Grad-CAM,0.1736812346406824
Grad-CAM,0.1712365637852432
Grad-CAM,0.1544474014229932
Grad-CAM,0.2036733110399893
Grad-CAM,0.19370609863252167
Grad-CAM,0.15078904729622483
Grad-CAM,0.14926914314044298
Grad-CAM,0.1856658749759056
Grad-CAM,0.19166521577874512
Grad-CAM,0.19583529481446024
Grad-CAM,0.17598198264123763
Grad-CAM,0.189853342809478
Grad-CAM,0.18637281419236842
Grad-CAM,0.1816791307790606
Grad-CAM,0.19925334510338336
Grad-CAM,0.1770532543351596
Grad-CAM,0.16766590216973068
Grad-CAM,0.20649563579151892
Grad-CAM,0.1732915015633261
Grad-CAM,0.13783077786198442
Grad-CAM,0.1858301507355339
Grad-CAM,0.17639936687340035
Grad-CAM,0.1803329670274208
Grad-CAM,0.1998565081371993
Grad-CAM,0.17116597656019594
Grad-CAM,0.20390554145949852
Grad-CAM,0.182347709788723
Grad-CAM,0.22274512618640663
Eigen-CAM,0.18186120828526087
Eigen-CAM,0.15230237945214464
Eigen-CAM,0.13967461981508994
Eigen-CAM,0.12743104254415208
Eigen-CAM,0.14697938896922327
Eigen-CAM,0.17846642052334366
Eigen-CAM,0.16632748993229457
Eigen-CAM,0.16377767728532006
Eigen-CAM,0.10248254853817604
Eigen-CAM,0.16421928409140077
Eigen-CAM,0.16111704821839684
Eigen-CAM,0.13900147431189344
Eigen-CAM,0.13745231267639207
Eigen-CAM,0.14995379096372838
Eigen-CAM,0.18449752526297464
Eigen-CAM,0.1288979860115535
Eigen-CAM,0.1414438993052743
Eigen-CAM,0.17723569500701167
Eigen-CAM,0.14107698401144497
Eigen-CAM,0.1427149704827812
Eigen-CAM,0.15195552694577352
Eigen-CAM,0.12517421246728608
Eigen-CAM,0.15439890860300026
Eigen-CAM,0.1258076480605273
Eigen-CAM,0.16770396620716288
Eigen-CAM,0.15006361645515978
Eigen-CAM,0.195668629336955
Eigen-CAM,0.1556168102706207
Eigen-CAM,0.17731378980865498
Eigen-CAM,0.12393472056565272
Eigen-CAM,0.1475572131295627
Eigen-CAM,0.15646291308028207
Eigen-CAM,0.18491441836742098
Eigen-CAM,0.11638168123958072
Eigen-CAM,0.16981239359617645
Eigen-CAM,0.1618270802763183
Eigen-CAM,0.18067092391476258
Eigen-CAM,0.1642477103615744
Eigen-CAM,0.15104142370207896
Eigen-CAM,0.13956700699163682
Eigen-CAM,0.12503640564314558
Eigen-CAM,0.1539084552980594
Eigen-CAM,0.14616606462009377
Eigen-CAM,0.19040534676159282
Eigen-CAM,0.13777950344030304
Eigen-CAM,0.15640783690410226
Eigen-CAM,0.11861997160648541
Eigen-CAM,0.1420907484334764
Eigen-CAM,0.15522295760182198
Eigen-CAM,0.1664792002503901
Eigen-CAM,0.178962033736562
Eigen-CAM,0.14911703647341462
Eigen-CAM,0.12765510241878228
Eigen-CAM,0.1591570079898308
Eigen-CAM,0.16033974196827586
Eigen-CAM,0.15983316685676538
Eigen-CAM,0.13599424601650534
Eigen-CAM,0.17266768795173776
Eigen-CAM,0.1517579182180903
Eigen-CAM,0.1639964924343197
Eigen-CAM,0.17548146480188895
Eigen-CAM,0.16218544641131702
Eigen-CAM,0.1557303205596354
Eigen-CAM,0.19305590470201048
Eigen-CAM,0.154874060819443
Eigen-CAM,0.14408071534455835
Eigen-CAM,0.1522393407516606
Eigen-CAM,0.1796553733687427
Eigen-CAM,0.152374249737736
Eigen-CAM,0.16038755310278424
Eigen-CAM,0.17391462880664327
Eigen-CAM,0.1397428277954634
Eigen-CAM,0.11546860461492708
Eigen-CAM,0.1559884630443288
Eigen-CAM,0.15459469589047936
Eigen-CAM,0.13783979642878372
Eigen-CAM,0.16742172762084834
Eigen-CAM,0.1621513475396914
Eigen-CAM,0.13010015156801166
Eigen-CAM,0.16036436888042405
Eigen-CAM,0.1460779008219485
Eigen-CAM,0.12033949459585437
Eigen-CAM,0.15905900466131936
Eigen-CAM,0.14909570746641218
Eigen-CAM,0.13509434201620263
Eigen-CAM,0.16045891173793497
Eigen-CAM,0.15976186544384757
Eigen-CAM,0.13844925632111404
Eigen-CAM,0.15800704381069355
Eigen-CAM,0.17030129872384886
Eigen-CAM,0.13574666728628595
Eigen-CAM,0.15761780054803184
Eigen-CAM,0.15005511500962615
Eigen-CAM,0.19532020621301768
Eigen-CAM,0.11275394058443625
Eigen-CAM,0.16390567862812924
Eigen-CAM,0.1438750996043757
Eigen-CAM,0.14799604902340335
Eigen-CAM,0.1880317795276654
Eigen-CAM,0.1498285369747841
Eigen-CAM,0.14137529502304994
Eigen-CAM,0.16632645816701908
Eigen-CAM,0.15491252725112745
Eigen-CAM,0.1615114732183038
Eigen-CAM,0.164624798130174
Eigen-CAM,0.12232276584227321
Eigen-CAM,0.17905025322863038
Eigen-CAM,0.14350612571902271
Eigen-CAM,0.1636972078957124
Eigen-CAM,0.14637468819239677
Eigen-CAM,0.15532367955723506
Eigen-CAM,0.16291778538499035
Eigen-CAM,0.10497756648964118
Eigen-CAM,0.190311449502026
Eigen-CAM,0.15348314753847456
Eigen-CAM,0.1718707144782093
Eigen-CAM,0.15435418950963709
Eigen-CAM,0.15176269951897187
Eigen-CAM,0.12356649048354526
Eigen-CAM,0.14217381185763503
Eigen-CAM,0.10572897152514915
Eigen-CAM,0.14698091609692793
Eigen-CAM,0.18155829781189975
Eigen-CAM,0.11233323807631174
Eigen-CAM,0.13624297009136885
Eigen-CAM,0.14255602610375168
Eigen-CAM,0.1732821660009262
Eigen-CAM,0.17477536002027144
Eigen-CAM,0.15124967193298805
Eigen-CAM,0.15182917373703905
Eigen-CAM,0.14676651532393306
Eigen-CAM,0.14020569997074286
Eigen-CAM,0.1403747176199418
Eigen-CAM,0.1406788349918453
Eigen-CAM,0.14692829709917704
Eigen-CAM,0.15156274333403583
Eigen-CAM,0.13729179650117462
Eigen-CAM,0.1625281046247054
Eigen-CAM,0.14925020281189574
Eigen-CAM,0.16069613011378758
Eigen-CAM,0.12268684654388527
Eigen-CAM,0.13594326091950662
Eigen-CAM,0.1518618100383713
Eigen-CAM,0.1556925981244136
Eigen-CAM,0.1464553607272702
Eigen-CAM,0.18080377800348504
Eigen-CAM,0.1457900500646803
Eigen-CAM,0.17857401596967845
Eigen-CAM,0.17790800120434752
Eigen-CAM,0.16390228900457293
Eigen-CAM,0.1589093443777011
Eigen-CAM,0.1610802872423469
Eigen-CAM,0.14709889383763136
Eigen-CAM,0.12748008040183836
Eigen-CAM,0.13956406818446976
Eigen-CAM,0.13732459809951086
Eigen-CAM,0.14173491133402621
Eigen-CAM,0.13530588076407987
Eigen-CAM,0.12848331145943812
Eigen-CAM,0.15258897566695467
Eigen-CAM,0.17845632690015162
Eigen-CAM,0.13249530244023613
Eigen-CAM,0.11313687794383834
Eigen-CAM,0.1384027410570496
Eigen-CAM,0.12528714301160143
Eigen-CAM,0.12954066094511354
Eigen-CAM,0.12400072621063077
Eigen-CAM,0.14704060717593262
Eigen-CAM,0.1604495968475786
Eigen-CAM,0.1950161496194104
Eigen-CAM,0.1262691480111633
Eigen-CAM,0.121595523911581
Eigen-CAM,0.14648073202336312
Eigen-CAM,0.14722135314812151
Eigen-CAM,0.18214714659753262
Eigen-CAM,0.1759770696800609
Eigen-CAM,0.13651654005345257
Eigen-CAM,0.10881462559650507
Eigen-CAM,0.16138017164399304
Eigen-CAM,0.14099961343085968
Eigen-CAM,0.1773526636700176
Eigen-CAM,0.1474432267390561
Eigen-CAM,0.14698290194483574
Eigen-CAM,0.1260749542859355
Eigen-CAM,0.1490964033265988
Eigen-CAM,0.17305754812865287
Eigen-CAM,0.13367696504550408
Eigen-CAM,0.15396650630372757
Eigen-CAM,0.1382019310875081
Eigen-CAM,0.16813052881190188
Eigen-CAM,0.14885038430234238
Eigen-CAM,0.16089621044976207
Eigen-CAM,0.15630758983034593
Eigen-CAM,0.13225288193107218
Eigen-CAM,0.12689364583155305
Eigen-CAM,0.17626673146085114
Eigen-CAM,0.14304069778811423
Eigen-CAM,0.12935560029380097
Eigen-CAM,0.13694839713420331
Eigen-CAM,0.18318650834397673
Eigen-CAM,0.16367976519727295
Eigen-CAM,0.1567307972053891
Eigen-CAM,0.17744395527545936
Eigen-CAM,0.13982378435002782
Eigen-CAM,0.16927715725493606
Eigen-CAM,0.15972477496592452
Eigen-CAM,0.12430804844298
Eigen-CAM,0.11416813123715748
Eigen-CAM,0.18723426691507217
Eigen-CAM,0.17177695494541648
Eigen-CAM,0.15209582744652536
Eigen-CAM,0.13397343411237247
Eigen-CAM,0.11345306784995027
Eigen-CAM,0.14221237520444738
Eigen-CAM,0.15134127442640444
Eigen-CAM,0.18106389465166622
Eigen-CAM,0.1427600857908912
Eigen-CAM,0.14713054934361003
Eigen-CAM,0.1471936528447323
Eigen-CAM,0.1704339858998183
Eigen-CAM,0.18069558962021004
Eigen-CAM,0.18689669377814122
Eigen-CAM,0.14999252485267825
Eigen-CAM,0.1645227645831197
Eigen-CAM,0.12993270988208416
Eigen-CAM,0.13595721651136425
Eigen-CAM,0.14253423793226816
Eigen-CAM,0.1660999098115362
Eigen-CAM,0.10619548557583947
Eigen-CAM,0.15095407419229454
Eigen-CAM,0.1887809825009228
Eigen-CAM,0.17099472619425943
Eigen-CAM,0.17805705169456004
Eigen-CAM,0.13848171168360876
Eigen-CAM,0.15637795248980016
Eigen-CAM,0.13144052394999547
Eigen-CAM,0.18203736099647833
Eigen-CAM,0.1423372710757773
Eigen-CAM,0.14154655330806154
Eigen-CAM,0.12986702297469532
Eigen-CAM,0.15561882225840043
Eigen-CAM,0.18015385243477802
Eigen-CAM,0.14981958421834002
Eigen-CAM,0.14798528676651385
Eigen-CAM,0.14070122424015058
Eigen-CAM,0.1729629450093573
Eigen-CAM,0.15249804322683155
Eigen-CAM,0.16022638345989676
Eigen-CAM,0.15134989439142726
Eigen-CAM,0.1532854620956972
Eigen-CAM,0.16447514995779988
Eigen-CAM,0.1637008742405874
Eigen-CAM,0.12147983805302834
Eigen-CAM,0.14974316164191395
Eigen-CAM,0.14625796127401813
Eigen-CAM,0.15978590545044663
Eigen-CAM,0.1747926985897146
Eigen-CAM,0.13640598175985177
Eigen-CAM,0.1367874008204475
Eigen-CAM,0.12243320563767555
Eigen-CAM,0.13829209562834244
Eigen-CAM,0.17415540241307245
Eigen-CAM,0.13781331053439727
Eigen-CAM,0.17641898595911082
Eigen-CAM,0.15149983665132147
Eigen-CAM,0.1466979141954615
Eigen-CAM,0.15282646814659126
Eigen-CAM,0.1404243538477259
Eigen-CAM,0.1578717492644864
Eigen-CAM,0.15079907659032318
Eigen-CAM,0.1134973355376255
Eigen-CAM,0.1349090919028617
Eigen-CAM,0.1604521206010807
Eigen-CAM,0.14470511431906907
Eigen-CAM,0.10695822628413733
Eigen-CAM,0.17058766604838227
Eigen-CAM,0.17845581967782329
Eigen-CAM,0.1256995043514929
Eigen-CAM,0.1501736150613694
Eigen-CAM,0.1660268271734319
Eigen-CAM,0.1592678161203335
Eigen-CAM,0.16259525423592577
Eigen-CAM,0.12051700597860904
Eigen-CAM,0.17014719650867252
Eigen-CAM,0.1434139305449674
Eigen-CAM,0.13962676063343069
Eigen-CAM,0.15947866875169117
Eigen-CAM,0.16972954096964268
Eigen-CAM,0.16746757505374793
Eigen-CAM,0.13563492284241233
Eigen-CAM,0.1574123674590936
Eigen-CAM,0.12035614168490773
Eigen-CAM,0.16686893016986504
Eigen-CAM,0.13374877352850897
Eigen-CAM,0.13407232915922906
Eigen-CAM,0.16535330673582532
Eigen-CAM,0.15519153657847848
Eigen-CAM,0.1346927991643808
Eigen-CAM,0.16328340042754197
Eigen-CAM,0.18569196148044229
Eigen-CAM,0.13966205815804558
Eigen-CAM,0.10988473487116646
Eigen-CAM,0.17400353440893743
Eigen-CAM,0.1617103562144009
Eigen-CAM,0.1657138677300506
