Method,Insertion_AUC
Grad-CAM,0.8346314815417428
Grad-CAM,0.8348248648087438
Grad-CAM,0.8857336746071882
Grad-CAM,0.8468070783940461
Grad-CAM,0.8334013977063287
Grad-CAM,0.8425420321860975
Grad-CAM,0.8690868741609074
Grad-CAM,0.8363062391191488
Grad-CAM,0.8596369461866366
Grad-CAM,0.864557698977994
Grad-CAM,0.8649823566440195
Grad-CAM,0.877993893423933
Grad-CAM,0.8389903604072718
Grad-CAM,0.8726546572436399
Grad-CAM,0.8341429280037725
Grad-CAM,0.8420692024600155
Grad-CAM,0.8739217434612073
Grad-CAM,0.8664475080622235
Grad-CAM,0.8500419510119681
Grad-CAM,0.8261717234794024
Grad-CAM,0.8612331965418665
Grad-CAM,0.8373925460103354
Grad-CAM,0.8315223034358017
Grad-CAM,0.8664872036862542
Grad-CAM,0.8640502239338914
Grad-CAM,0.8400544325174377
Grad-CAM,0.8524535455291191
Grad-CAM,0.83952030018636
Grad-CAM,0.838961795158812
Grad-CAM,0.84149018621687
Grad-CAM,0.8279448393737711
Grad-CAM,0.8356678272120063
Grad-CAM,0.847784746437783
Grad-CAM,0.8502477658488936
Grad-CAM,0.8470310413857909
Grad-CAM,0.8464093380432081
Grad-CAM,0.8585724961866227
Grad-CAM,0.8525359646290231
Grad-CAM,0.851522318011995
Grad-CAM,0.8423454722810763
Grad-CAM,0.8488868296293954
Grad-CAM,0.8660477518400367
Grad-CAM,0.8639875857800166
Grad-CAM,0.8442675322040348
Grad-CAM,0.8378315657590278
Grad-CAM,0.8358859403762964
Grad-CAM,0.8286918040009271
Grad-CAM,0.8824293401255662
Grad-CAM,0.8333239104105845
Grad-CAM,0.868777831017841
Grad-CAM,0.8489972481050483
Grad-CAM,0.863217465219391
Grad-CAM,0.8383910698639848
Grad-CAM,0.8456712202840533
Grad-CAM,0.8706087540090289
Grad-CAM,0.8817224697081992
Grad-CAM,0.8546198080901157
Grad-CAM,0.8733936182773023
Grad-CAM,0.864538266100553
Grad-CAM,0.8696843810320287
Grad-CAM,0.8576364200747654
Grad-CAM,0.8491822909161728
Grad-CAM,0.8981926920513441
Grad-CAM,0.8443701748221517
Grad-CAM,0.8679137611191452
Grad-CAM,0.8463788388539555
Grad-CAM,0.8596781175035071
Grad-CAM,0.8395189662188424
Grad-CAM,0.8366377977589318
Grad-CAM,0.8477108795590799
Grad-CAM,0.8671649899567314
Grad-CAM,0.8285754731708013
Grad-CAM,0.8783351986162881
Grad-CAM,0.8521549555728626
Grad-CAM,0.8600570747554321
Grad-CAM,0.8373966425012712
Grad-CAM,0.8727195183359024
Grad-CAM,0.8480481616019714
Grad-CAM,0.8594380916723943
Grad-CAM,0.8182290217710678
Grad-CAM,0.8897537869461127
Grad-CAM,0.8672116271678241
Grad-CAM,0.8368004023214618
Grad-CAM,0.838732087937804
Grad-CAM,0.8550496431093412
Grad-CAM,0.8347916843046869
Grad-CAM,0.8218763769975893
Grad-CAM,0.8485067210695251
Grad-CAM,0.8780047631654053
Grad-CAM,0.8639383772495094
Grad-CAM,0.860400266140387
Grad-CAM,0.8413930659756467
Grad-CAM,0.8846507469190139
Grad-CAM,0.8323865306420665
Grad-CAM,0.8338042521503917
Grad-CAM,0.8265818696698617
Grad-CAM,0.8596837447671944
Grad-CAM,0.8346622273787613
Grad-CAM,0.8517658189051469
Grad-CAM,0.8673630530449186
Grad-CAM,0.8187938411711324
Grad-CAM,0.8346397068477651
Grad-CAM,0.8632759514140331
Grad-CAM,0.853649609280008
Grad-CAM,0.8481766087073672
Grad-CAM,0.8512090827114749
Grad-CAM,0.8378919617833507
Grad-CAM,0.8568079900060808
Grad-CAM,0.8672639431391495
Grad-CAM,0.8374910889255721
Grad-CAM,0.837668558865252
Grad-CAM,0.8261664802368799
Grad-CAM,0.8473443831827508
Grad-CAM,0.8730714831961353
Grad-CAM,0.8373329399250339
Grad-CAM,0.8463847864922703
Grad-CAM,0.8780881934207609
Grad-CAM,0.8340462573833382
Grad-CAM,0.8441219209377537
Grad-CAM,0.8495676112638224
Grad-CAM,0.8473366067191014
Grad-CAM,0.890532623690992
Grad-CAM,0.8465148158934038
Grad-CAM,0.8531667464129282
Grad-CAM,0.8549318691039131
Grad-CAM,0.8524928102522613
Grad-CAM,0.8184729293160078
Grad-CAM,0.8220516148754176
Grad-CAM,0.8070430004180181
Grad-CAM,0.8387292317949101
Grad-CAM,0.8804284820772511
Grad-CAM,0.843543704945451
Grad-CAM,0.876256168088448
Grad-CAM,0.8683723332312143
Grad-CAM,0.8378078751574619
Grad-CAM,0.8055699623731484
Grad-CAM,0.8108915847916875
Grad-CAM,0.8352448982565903
Grad-CAM,0.8509360499040887
Grad-CAM,0.8787343957518476
Grad-CAM,0.8415294940531389
Grad-CAM,0.8426518478538592
Grad-CAM,0.864251011381439
Grad-CAM,0.8584120790715875
Grad-CAM,0.8511817476270566
Grad-CAM,0.8753682894458004
Grad-CAM,0.8466593340402262
Grad-CAM,0.8526262218254675
Grad-CAM,0.8354024690401735
Grad-CAM,0.8669042699768562
Grad-CAM,0.8236483177914641
Grad-CAM,0.8662932576663848
Grad-CAM,0.833700274828086
Grad-CAM,0.8725509172022539
Grad-CAM,0.8371942124157793
Grad-CAM,0.8769959263417791
Grad-CAM,0.8844423138379288
Grad-CAM,0.8356436074797886
Grad-CAM,0.8930040916888368
Grad-CAM,0.830753276434778
Grad-CAM,0.8438121143346962
Grad-CAM,0.8308407107126471
Grad-CAM,0.8476175689627593
Grad-CAM,0.8554032036016435
Grad-CAM,0.8528822353439417
Grad-CAM,0.8872587486759481
Grad-CAM,0.8718729947004175
Grad-CAM,0.8475189035224352
Grad-CAM,0.8534846081430498
Grad-CAM,0.82695730898585
Grad-CAM,0.8665829163582139
Grad-CAM,0.8205354216559289
Grad-CAM,0.8169208328369809
Grad-CAM,0.8206995805396003
Grad-CAM,0.89005423017276
Grad-CAM,0.8617117872583239
Grad-CAM,0.8508636707213835
Grad-CAM,0.8212157003438402
Grad-CAM,0.8517247861739622
Grad-CAM,0.8195459783909833
Grad-CAM,0.8673487322189174
Grad-CAM,0.8498127166227146
Grad-CAM,0.8499441751640239
Grad-CAM,0.8279106481830647
Grad-CAM,0.86822780338462
Grad-CAM,0.8493549424612968
Grad-CAM,0.8628104522293067
Grad-CAM,0.8362262531818287
Grad-CAM,0.8325836974250119
Grad-CAM,0.8991009412238178
Grad-CAM,0.8463062796937562
Grad-CAM,0.8481793730713783
Grad-CAM,0.8548182764673361
Grad-CAM,0.8593189269687083
Grad-CAM,0.8691469064621052
Grad-CAM,0.8311079174491603
Grad-CAM,0.8597943595351447
Grad-CAM,0.8644741150121095
Grad-CAM,0.8586714704181155
Grad-CAM,0.82168620373558
Grad-CAM,0.8679268566609161
Grad-CAM,0.871178851808658
Grad-CAM,0.8688471650577437
Grad-CAM,0.8249090788210117
Grad-CAM,0.8737334926181818
Grad-CAM,0.8444794032848031
Grad-CAM,0.8381867338126634
Grad-CAM,0.8447256987592561
Grad-CAM,0.8315313140338066
Grad-CAM,0.8520326327554081
Grad-CAM,0.8464575366655968
Grad-CAM,0.8406676915341115
Grad-CAM,0.872268001233924
Grad-CAM,0.8446012425294132
Grad-CAM,0.8691229381298647
Grad-CAM,0.8369219669107278
Grad-CAM,0.8431500198038506
Grad-CAM,0.8603905740583103
Grad-CAM,0.8373380002512447
Grad-CAM,0.8314910391511477
Grad-CAM,0.802736862408767
Grad-CAM,0.8831810072621857
Grad-CAM,0.8739430928877027
Grad-CAM,0.8471451753215026
Grad-CAM,0.8638013245657638
Grad-CAM,0.8308727395231554
Grad-CAM,0.8227772787485269
Grad-CAM,0.8578030136090069
Grad-CAM,0.8423271634597562
Grad-CAM,0.8804825790374139
Grad-CAM,0.8491757149584857
Grad-CAM,0.8462372205655944
Grad-CAM,0.8796687924007568
Grad-CAM,0.8358477213844444
Grad-CAM,0.8378318186440723
Grad-CAM,0.8487305317959191
Grad-CAM,0.8583689631622803
Grad-CAM,0.8584233761190301
Grad-CAM,0.8885931190075356
Grad-CAM,0.8297782321464118
Grad-CAM,0.870915344051557
Grad-CAM,0.8361290360809733
Grad-CAM,0.8546862353417665
Grad-CAM,0.8370620236289177
Grad-CAM,0.85597439395642
Grad-CAM,0.8381965161390227
Grad-CAM,0.8556470801205219
Grad-CAM,0.8743225914609394
Grad-CAM,0.875957066855069
Grad-CAM,0.8385261400117787
Grad-CAM,0.8781370075287205
Grad-CAM,0.8897647016163552
Grad-CAM,0.8301815065240622
Grad-CAM,0.8619094544957822
Grad-CAM,0.8297926272328124
Grad-CAM,0.8462418817653882
Grad-CAM,0.8496192629517101
Grad-CAM,0.8393700437916549
Grad-CAM,0.8288415589756858
Grad-CAM,0.8286778838223353
Grad-CAM,0.8829063328591589
Grad-CAM,0.8504905016703377
Grad-CAM,0.8148526862106873
Grad-CAM,0.8370793668311348
Grad-CAM,0.8701332363294184
Grad-CAM,0.8574851859553229
Grad-CAM,0.8070182634067884
Grad-CAM,0.8183390880205698
Grad-CAM,0.8525605512906745
Grad-CAM,0.8368176395272063
Grad-CAM,0.8443373691831848
Grad-CAM,0.8673390335142528
Grad-CAM,0.8321025262220744
Grad-CAM,0.8621967277520274
Grad-CAM,0.8733742303026059
Grad-CAM,0.8574472910382986
Grad-CAM,0.8408377353782689
Grad-CAM,0.8643809407437478
Grad-CAM,0.8744784698484065
Grad-CAM,0.8720455591598019
Grad-CAM,0.8758377168475854
Grad-CAM,0.8324076318172133
Grad-CAM,0.8356190913793458
Grad-CAM,0.7983566048334786
Grad-CAM,0.8657799450334575
Grad-CAM,0.8413855835042752
Grad-CAM,0.874393787060026
Grad-CAM,0.8040517740446285
Grad-CAM,0.8708752929983018
Grad-CAM,0.8486171409578231
Grad-CAM,0.8512768565251897
Grad-CAM,0.8264477386659763
Grad-CAM,0.8585793795649284
Grad-CAM,0.8495823521377657
Grad-CAM,0.8215563578314075
Grad-CAM,0.8613372225865681
Grad-CAM,0.8402875786813215
Grad-CAM,0.8246205553343019
Grad-CAM,0.8219000710737641
Grad-CAM,0.8776278001558591
Grad-CAM,0.8266612079922421
Grad-CAM,0.8388182431773321
Grad-CAM,0.8323854525920275
Grad-CAM,0.8791904878386784
Grad-CAM,0.8346824644882662
Grad-CAM,0.8068686987662139
Grad-CAM,0.8698184360880533
Grad-CAM,0.8890527571410338
Grad-CAM,0.8141972607313311
Grad-CAM,0.8960404115929544
Grad-CAM,0.8348501852370508
Grad-CAM,0.8324603550497583
Grad-CAM,0.8601958433510535
Grad-CAM,0.8547049486745556
Grad-CAM,0.8492632529107206
Grad-CAM,0.8853065313572605
Grad-CAM,0.8377978456332836
Grad-CAM,0.8603907302363587
Grad-CAM,0.8761844133432516
Grad-CAM,0.8258774042810343
Grad-CAM,0.8726843911831761
Grad-CAM,0.8790219337521463
Grad-CAM,0.8334233937454714
Grad-CAM,0.8605588875905936
Grad-CAM,0.8392414072817729
Grad-CAM,0.8699952590659997
Grad-CAM,0.8567144240846917
Grad-CAM,0.8137022380825502
Grad-CAM,0.8208069957422014
Grad-CAM,0.8716920835433865
Grad-CAM,0.8364084490485435
Grad-CAM,0.8434348283855814
Grad-CAM,0.8847352332641486
Grad-CAM,0.8419781914120013
Grad-CAM,0.8465778728238899
Grad-CAM,0.8238443092068761
Grad-CAM,0.8580483634402662
Grad-CAM,0.8271133017829616
Grad-CAM,0.8623401097444822
Grad-CAM,0.8573717328384547
Grad-CAM,0.806672067935829
Grad-CAM,0.8400095989402628
Grad-CAM,0.8454394249003165
Grad-CAM,0.8854504227911311
Grad-CAM,0.8443664098836275
Grad-CAM,0.8265078884240639
Grad-CAM,0.8537068120682232
Grad-CAM,0.8565094534828285
Grad-CAM,0.8483418408542024
Grad-CAM,0.8353408670266341
Grad-CAM,0.8316970942048317
Grad-CAM,0.8623815745327221
Grad-CAM,0.8490941294172992
Grad-CAM,0.8612322790308923
Grad-CAM,0.8440651794603489
Grad-CAM,0.8250030198020192
Grad-CAM,0.8800864719699676
Grad-CAM,0.8393308623964625
Grad-CAM,0.858042397985957
Grad-CAM,0.8441676927961678
Grad-CAM,0.8710374607010102
Grad-CAM,0.8897661443419327
Grad-CAM,0.8826496909962481
Grad-CAM,0.831944213933973
Grad-CAM,0.8506731860463971
Grad-CAM,0.8456381714451446
Grad-CAM,0.8242899789762049
Grad-CAM,0.8390945157475926
Grad-CAM,0.908534538681004
Grad-CAM,0.8411211524375174
Grad-CAM,0.8342931152822083
Grad-CAM,0.8815174107214285
Grad-CAM,0.8472665869009611
Grad-CAM,0.8561762070331209
Grad-CAM,0.8885943471041124
Grad-CAM,0.8351120441533342
Grad-CAM,0.8490612758812451
Grad-CAM,0.8758885835524707
Grad-CAM,0.8790708898406876
Grad-CAM,0.8679117867196114
Grad-CAM,0.8758887775844698
Grad-CAM,0.8365965048240307
Grad-CAM,0.8511233267811457
Grad-CAM,0.8453537635509052
Grad-CAM,0.8500541601819267
Grad-CAM,0.8451172844390723
Grad-CAM,0.8510039620980708
Grad-CAM,0.8460341606716921
Grad-CAM,0.8523306889024005
Grad-CAM,0.8661093570011335
Grad-CAM,0.8200901860229612
Grad-CAM,0.8848598542601582
Grad-CAM,0.8864715019161958
Grad-CAM,0.8550023444478551
Grad-CAM,0.83857960695101
Grad-CAM,0.823800742195742
Grad-CAM,0.8549281932352324
Grad-CAM,0.8591172052182539
Grad-CAM,0.8424268162999354
Grad-CAM,0.8554406035516374
Grad-CAM,0.8298972458895414
Grad-CAM,0.8649588847423737
Grad-CAM,0.8579115011988176
Grad-CAM,0.8681816457048809
Grad-CAM,0.8881419135037801
Grad-CAM,0.8564423593132321
Grad-CAM,0.842930476089637
Grad-CAM,0.8826266700142095
Grad-CAM,0.8423071358954082
Grad-CAM,0.8563885058570019
Grad-CAM,0.8144844341242476
Grad-CAM,0.8702212754135539
Grad-CAM,0.8102736985119315
Grad-CAM,0.8014057846559298
Grad-CAM,0.8439835715324145
Grad-CAM,0.8902569684050633
Grad-CAM,0.8405237232807972
Grad-CAM,0.8381987096242141
Grad-CAM,0.8893119486568378
Grad-CAM,0.8301250195254314
Grad-CAM,0.8446481100318877
Grad-CAM,0.8583004507993909
Grad-CAM,0.8433534818244921
Eigen-CAM,0.8870373149114281
Eigen-CAM,0.9049298807980088
Eigen-CAM,0.8575793578913697
Eigen-CAM,0.9072152630642398
Eigen-CAM,0.9034781923941989
Eigen-CAM,0.8883094719512599
Eigen-CAM,0.9207385458690072
Eigen-CAM,0.9122288084738551
Eigen-CAM,0.887874317090697
Eigen-CAM,0.8865996675645815
Eigen-CAM,0.9139030295092386
Eigen-CAM,0.8696785288116785
Eigen-CAM,0.8933475514049178
Eigen-CAM,0.8873790694505065
Eigen-CAM,0.9013975496930793
Eigen-CAM,0.9042225304478153
Eigen-CAM,0.9007357582992856
Eigen-CAM,0.9226969615243883
Eigen-CAM,0.9045612606926402
Eigen-CAM,0.8937001549756557
Eigen-CAM,0.8757829018488484
Eigen-CAM,0.9144369959371547
Eigen-CAM,0.9105629309170338
Eigen-CAM,0.9290161908979351
Eigen-CAM,0.8850509033309638
Eigen-CAM,0.9005283608017137
Eigen-CAM,0.8988261460481213
Eigen-CAM,0.8982477828150087
Eigen-CAM,0.9002078042265423
Eigen-CAM,0.8657092101943707
Eigen-CAM,0.9164997106805131
Eigen-CAM,0.9130641174266394
Eigen-CAM,0.9226094680171764
Eigen-CAM,0.944991487329887
Eigen-CAM,0.8936206561272847
Eigen-CAM,0.8992771364713738
Eigen-CAM,0.9001956713024668
Eigen-CAM,0.9388437090141691
Eigen-CAM,0.8653756055453014
Eigen-CAM,0.9097153594041479
Eigen-CAM,0.8705833726510313
Eigen-CAM,0.8483685843575363
Eigen-CAM,0.8595833441702413
Eigen-CAM,0.8723646288858325
Eigen-CAM,0.921380508788414
Eigen-CAM,0.8826327917406847
Eigen-CAM,0.8954508468143717
Eigen-CAM,0.8767297447964021
Eigen-CAM,0.912219009564495
Eigen-CAM,0.8779607695099837
Eigen-CAM,0.9263530435201033
Eigen-CAM,0.8801378917146544
Eigen-CAM,0.8847034512404275
Eigen-CAM,0.9024548209080486
Eigen-CAM,0.9004942244165572
Eigen-CAM,0.9284938017750577
Eigen-CAM,0.9024081457618635
Eigen-CAM,0.8758433142327825
Eigen-CAM,0.8887932945180738
Eigen-CAM,0.8885443211326434
Eigen-CAM,0.9145008444226248
Eigen-CAM,0.9076758601762442
Eigen-CAM,0.8976121795397572
Eigen-CAM,0.9173921444000678
Eigen-CAM,0.8894300716564346
Eigen-CAM,0.8972753250337581
Eigen-CAM,0.9036152080866657
Eigen-CAM,0.9305636256552956
Eigen-CAM,0.8980293363935282
Eigen-CAM,0.8929840218237053
Eigen-CAM,0.8790832592457541
Eigen-CAM,0.9137210436663292
Eigen-CAM,0.8882470925150592
Eigen-CAM,0.906873700357358
Eigen-CAM,0.8619678021922058
Eigen-CAM,0.9208637391763003
Eigen-CAM,0.8733612446402279
Eigen-CAM,0.8844531527284917
Eigen-CAM,0.9211716226970528
Eigen-CAM,0.8733105852805123
Eigen-CAM,0.8984108992925354
Eigen-CAM,0.9014851216216099
Eigen-CAM,0.8800288637333431
Eigen-CAM,0.9268586600309995
Eigen-CAM,0.9299755660464883
Eigen-CAM,0.860567649928101
Eigen-CAM,0.8710201940520299
Eigen-CAM,0.9161646440498602
Eigen-CAM,0.8739395172926537
Eigen-CAM,0.8922272529286596
Eigen-CAM,0.9025910417666767
Eigen-CAM,0.9138370016462672
Eigen-CAM,0.8955349481117738
Eigen-CAM,0.9019044183960407
Eigen-CAM,0.8844653416529904
Eigen-CAM,0.9258472319686779
Eigen-CAM,0.8900937228619643
Eigen-CAM,0.9067946577515201
Eigen-CAM,0.8897672382683354
Eigen-CAM,0.9021264698146887
Eigen-CAM,0.9292644911789815
Eigen-CAM,0.911719701920955
Eigen-CAM,0.9417069746536664
Eigen-CAM,0.9446258446409492
Eigen-CAM,0.8683651055415704
Eigen-CAM,0.9097429228533989
Eigen-CAM,0.8989388427700611
Eigen-CAM,0.9291347825046937
Eigen-CAM,0.9352470450535646
Eigen-CAM,0.9064462378574262
Eigen-CAM,0.8987529148693436
Eigen-CAM,0.9122323919590142
Eigen-CAM,0.8779857444713747
Eigen-CAM,0.908525231510303
Eigen-CAM,0.911583973418283
Eigen-CAM,0.9034491088140724
Eigen-CAM,0.8815670087527326
Eigen-CAM,0.9169962567823615
Eigen-CAM,0.8966558581528756
Eigen-CAM,0.8897452512891948
Eigen-CAM,0.908288641178679
Eigen-CAM,0.8830409023545377
Eigen-CAM,0.9192353207895164
Eigen-CAM,0.8989008870023124
Eigen-CAM,0.8821389112636308
Eigen-CAM,0.9061107260850861
Eigen-CAM,0.9400185079080101
Eigen-CAM,0.9222175816894546
Eigen-CAM,0.8717526439042842
Eigen-CAM,0.8817453983758372
Eigen-CAM,0.9130818765339246
Eigen-CAM,0.9189985733719297
Eigen-CAM,0.8965149904805582
Eigen-CAM,0.9155394176448178
Eigen-CAM,0.8778593329315701
Eigen-CAM,0.9172237819548139
Eigen-CAM,0.8701369499646643
Eigen-CAM,0.9081816446617609
Eigen-CAM,0.9266374992739407
Eigen-CAM,0.8980726279443509
Eigen-CAM,0.9150321698805484
Eigen-CAM,0.8531030091678047
Eigen-CAM,0.9181980571076315
Eigen-CAM,0.8966529764382455
Eigen-CAM,0.916172688465118
Eigen-CAM,0.8736390333456451
Eigen-CAM,0.9367425960774206
Eigen-CAM,0.9044996718023757
Eigen-CAM,0.9340463235427142
Eigen-CAM,0.8744355433314329
Eigen-CAM,0.8832446188534959
Eigen-CAM,0.9274814501289549
Eigen-CAM,0.9101683837176459
Eigen-CAM,0.8808411898508425
Eigen-CAM,0.8872840765093295
Eigen-CAM,0.8850826463259396
Eigen-CAM,0.9214315928380741
Eigen-CAM,0.8883880419820925
Eigen-CAM,0.901092059818782
Eigen-CAM,0.9211183730826137
Eigen-CAM,0.8834064274355815
Eigen-CAM,0.8898862624961211
Eigen-CAM,0.8866760871534057
Eigen-CAM,0.9248329277754463
Eigen-CAM,0.8902560696246936
Eigen-CAM,0.920981234758109
Eigen-CAM,0.9151327766237684
Eigen-CAM,0.9088134936810944
Eigen-CAM,0.9173260998074879
Eigen-CAM,0.9150340306241747
Eigen-CAM,0.8908473027928026
Eigen-CAM,0.9171795784065477
Eigen-CAM,0.9594663753914903
Eigen-CAM,0.9114888676886677
Eigen-CAM,0.9006920294518973
Eigen-CAM,0.9027700759516755
Eigen-CAM,0.895157530591497
Eigen-CAM,0.8971602747876579
Eigen-CAM,0.8601358807115842
Eigen-CAM,0.8808239180625614
Eigen-CAM,0.9211874985382421
Eigen-CAM,0.9081081430154989
Eigen-CAM,0.9075227909512036
Eigen-CAM,0.8873188633943088
Eigen-CAM,0.9046791160154907
Eigen-CAM,0.9050943804498707
Eigen-CAM,0.8886839496964979
Eigen-CAM,0.8679958842920643
Eigen-CAM,0.8834127997440357
Eigen-CAM,0.9082183365323028
Eigen-CAM,0.9150420394934948
Eigen-CAM,0.8984551222966796
Eigen-CAM,0.9112199350292064
Eigen-CAM,0.865443326368127
Eigen-CAM,0.8664747961604305
Eigen-CAM,0.9101956370018639
Eigen-CAM,0.8799918031704099
Eigen-CAM,0.93822548609444
Eigen-CAM,0.8992713394169634
Eigen-CAM,0.8720551430578114
Eigen-CAM,0.9098976295450831
Eigen-CAM,0.9196249617897532
Eigen-CAM,0.9337832396161785
Eigen-CAM,0.9309946577974048
Eigen-CAM,0.8911021359834077
Eigen-CAM,0.9223342246737091
Eigen-CAM,0.9110779218821295
Eigen-CAM,0.8979798841998479
Eigen-CAM,0.9271595044132647
Eigen-CAM,0.9145336996255713
Eigen-CAM,0.9099728823639658
Eigen-CAM,0.9029351185385237
Eigen-CAM,0.8999135406923403
Eigen-CAM,0.9029367542850882
Eigen-CAM,0.8962284649936059
Eigen-CAM,0.9056950117080864
Eigen-CAM,0.9217159831259825
Eigen-CAM,0.8900213858969672
Eigen-CAM,0.9326132032309347
Eigen-CAM,0.9064549232487488
Eigen-CAM,0.9030609309058836
Eigen-CAM,0.9411574801197813
Eigen-CAM,0.9099236530571339
Eigen-CAM,0.9022587571309215
Eigen-CAM,0.8742620210115002
Eigen-CAM,0.9269688668126861
Eigen-CAM,0.9472307677599666
Eigen-CAM,0.878815414247329
Eigen-CAM,0.9052353636961803
Eigen-CAM,0.918576869932979
Eigen-CAM,0.9221093112026435
Eigen-CAM,0.8708584673454322
Eigen-CAM,0.9076627576199945
Eigen-CAM,0.8969813815750106
Eigen-CAM,0.9197024744647279
Eigen-CAM,0.9048121237768842
Eigen-CAM,0.9168955696409634
Eigen-CAM,0.8745598782585499
Eigen-CAM,0.8738946527906422
Eigen-CAM,0.9153785045024343
Eigen-CAM,0.8643903577121351
Eigen-CAM,0.913036668145524
Eigen-CAM,0.8921813056816352
Eigen-CAM,0.932468789273112
Eigen-CAM,0.915391558540967
Eigen-CAM,0.921798124284306
Eigen-CAM,0.8930062199466999
Eigen-CAM,0.9167475622934617
Eigen-CAM,0.8994669202420233
Eigen-CAM,0.9050344489364764
Eigen-CAM,0.9247278176508796
Eigen-CAM,0.9166829990197342
Eigen-CAM,0.8852083070554599
Eigen-CAM,0.8747006642150682
Eigen-CAM,0.8756845035446467
Eigen-CAM,0.9110141158837719
Eigen-CAM,0.9159320117130676
Eigen-CAM,0.8444249720457006
Eigen-CAM,0.8742784673911147
Eigen-CAM,0.9209785106763232
Eigen-CAM,0.9145435952191798
Eigen-CAM,0.864255408925651
Eigen-CAM,0.8930342320142831
Eigen-CAM,0.8873654634464002
Eigen-CAM,0.9097401362508469
Eigen-CAM,0.8762819176645955
Eigen-CAM,0.8981937507344239
Eigen-CAM,0.8669868341929088
Eigen-CAM,0.9020444684157608
Eigen-CAM,0.907430293567641
Eigen-CAM,0.9056761492347319
Eigen-CAM,0.8708969346338186
Eigen-CAM,0.9061359423810131
Eigen-CAM,0.9006508593039236
Eigen-CAM,0.8742880441877954
Eigen-CAM,0.9135872535698042
Eigen-CAM,0.9220557698258905
Eigen-CAM,0.9215299238782516
Eigen-CAM,0.8838836791016729
Eigen-CAM,0.9239990139447429
Eigen-CAM,0.8979386992671896
Eigen-CAM,0.9144529583884963
Eigen-CAM,0.9182420928866145
Eigen-CAM,0.9243867835299557
Eigen-CAM,0.8945570664195035
Eigen-CAM,0.8947055372233214
Eigen-CAM,0.9287553534124915
Eigen-CAM,0.9248847405105084
Eigen-CAM,0.8969273404756006
Eigen-CAM,0.9458211194137406
Eigen-CAM,0.9360963281299846
Eigen-CAM,0.8947172230455519
Eigen-CAM,0.9060333625993107
Eigen-CAM,0.9071376179683521
Eigen-CAM,0.90982373799244
Eigen-CAM,0.8817130109631539
Eigen-CAM,0.9091809467429984
Eigen-CAM,0.9018943318736901
Eigen-CAM,0.8967502533528289
Eigen-CAM,0.9147497321770381
Eigen-CAM,0.9088235860634868
Eigen-CAM,0.8862449855712503
Eigen-CAM,0.8774764007186892
Eigen-CAM,0.8999470880543673
Eigen-CAM,0.9128704386383784
Eigen-CAM,0.8947810690647529
Eigen-CAM,0.8943337308049251
Eigen-CAM,0.8702220276040586
