image_id,confidence,iou_to_best_gt,iou_disparity,category_id,action_taken
164,0.0,0.0,1.0,-1,reannotate_fn
164,0.0,0.0,1.0,-1,reannotate_fn
164,0.0,0.0,1.0,-1,reannotate_fn
164,0.0,0.0,1.0,-1,reannotate_fn
164,0.0,0.0,1.0,-1,reannotate_fn
164,0.0,0.0,1.0,-1,reannotate_fn
164,0.0,0.0,1.0,-1,reannotate_fn
164,0.0,0.0,1.0,-1,reannotate_fn
164,0.0,0.0,1.0,-1,reannotate_fn
164,0.0,0.0,1.0,-1,reannotate_fn
164,0.0,0.0,1.0,-1,reannotate_fn
164,0.0,0.0,1.0,-1,reannotate_fn
164,0.0,0.0,1.0,-1,reannotate_fn
164,0.0,0.0,1.0,-1,reannotate_fn
164,0.0,0.0,1.0,-1,reannotate_fn
164,0.0,0.0,1.0,-1,reannotate_fn
164,0.0,0.0,1.0,-1,reannotate_fn
164,0.0,0.0,1.0,-1,reannotate_fn
164,0.0,0.0,1.0,-1,reannotate_fn
164,0.0,0.0,1.0,-1,reannotate_fn
164,0.0,0.0,1.0,-1,reannotate_fn
165,0.0,0.0,1.0,-1,reannotate_fn
192,0.0,0.0,1.0,-1,reannotate_fn
194,0.542,0.0,1.0,51,mine_hard_negative
194,0.0,0.0,1.0,-1,reannotate_fn
196,0.742,0.328,0.672,46,mine_hard_negative
196,0.575,0.2,0.8,46,mine_hard_negative
196,0.0,0.0,1.0,-1,reannotate_fn
196,0.0,0.0,1.0,-1,reannotate_fn
196,0.0,0.0,1.0,-1,reannotate_fn
196,0.0,0.0,1.0,-1,reannotate_fn
196,0.0,0.0,1.0,-1,reannotate_fn
196,0.0,0.0,1.0,-1,reannotate_fn
196,0.0,0.0,1.0,-1,reannotate_fn
196,0.0,0.0,1.0,-1,reannotate_fn
196,0.0,0.0,1.0,-1,reannotate_fn
196,0.0,0.0,1.0,-1,reannotate_fn
196,0.0,0.0,1.0,-1,reannotate_fn
196,0.0,0.0,1.0,-1,reannotate_fn
196,0.0,0.0,1.0,-1,reannotate_fn
196,0.0,0.0,1.0,-1,reannotate_fn
196,0.0,0.0,1.0,-1,reannotate_fn
196,0.0,0.0,1.0,-1,reannotate_fn
196,0.0,0.0,1.0,-1,reannotate_fn
196,0.0,0.0,1.0,-1,reannotate_fn
196,0.0,0.0,1.0,-1,reannotate_fn
196,0.0,0.0,1.0,-1,reannotate_fn
196,0.0,0.0,1.0,-1,reannotate_fn
196,0.0,0.0,1.0,-1,reannotate_fn
196,0.0,0.0,1.0,-1,reannotate_fn
196,0.0,0.0,1.0,-1,reannotate_fn
196,0.0,0.0,1.0,-1,reannotate_fn
196,0.0,0.0,1.0,-1,reannotate_fn
196,0.0,0.0,1.0,-1,reannotate_fn
196,0.0,0.0,1.0,-1,reannotate_fn
196,0.0,0.0,1.0,-1,reannotate_fn
196,0.0,0.0,1.0,-1,reannotate_fn
196,0.0,0.0,1.0,-1,reannotate_fn
196,0.0,0.0,1.0,-1,reannotate_fn
201,0.0,0.0,1.0,-1,reannotate_fn
201,0.0,0.0,1.0,-1,reannotate_fn
201,0.0,0.0,1.0,-1,reannotate_fn
208,0.89,0.218,0.782,1,mine_hard_negative
208,0.0,0.0,1.0,-1,reannotate_fn
208,0.0,0.0,1.0,-1,reannotate_fn
208,0.0,0.0,1.0,-1,reannotate_fn
208,0.0,0.0,1.0,-1,reannotate_fn
241,0.0,0.0,1.0,-1,reannotate_fn
241,0.0,0.0,1.0,-1,reannotate_fn
241,0.0,0.0,1.0,-1,reannotate_fn
241,0.0,0.0,1.0,-1,reannotate_fn
241,0.0,0.0,1.0,-1,reannotate_fn
241,0.0,0.0,1.0,-1,reannotate_fn
241,0.0,0.0,1.0,-1,reannotate_fn
247,0.0,0.0,1.0,-1,reannotate_fn
247,0.0,0.0,1.0,-1,reannotate_fn
247,0.0,0.0,1.0,-1,reannotate_fn
247,0.0,0.0,1.0,-1,reannotate_fn
247,0.0,0.0,1.0,-1,reannotate_fn
247,0.0,0.0,1.0,-1,reannotate_fn
247,0.0,0.0,1.0,-1,reannotate_fn
257,0.629,0.086,0.914,1,mine_hard_negative
257,0.545,0.22,0.78,1,mine_hard_negative
257,0.518,0.063,0.937,1,mine_hard_negative
257,0.0,0.0,1.0,-1,reannotate_fn
257,0.0,0.0,1.0,-1,reannotate_fn
257,0.0,0.0,1.0,-1,reannotate_fn
257,0.0,0.0,1.0,-1,reannotate_fn
257,0.0,0.0,1.0,-1,reannotate_fn
257,0.0,0.0,1.0,-1,reannotate_fn
257,0.0,0.0,1.0,-1,reannotate_fn
257,0.0,0.0,1.0,-1,reannotate_fn
257,0.0,0.0,1.0,-1,reannotate_fn
257,0.0,0.0,1.0,-1,reannotate_fn
257,0.0,0.0,1.0,-1,reannotate_fn
257,0.0,0.0,1.0,-1,reannotate_fn
257,0.0,0.0,1.0,-1,reannotate_fn
257,0.0,0.0,1.0,-1,reannotate_fn
257,0.0,0.0,1.0,-1,reannotate_fn
257,0.0,0.0,1.0,-1,reannotate_fn
257,0.0,0.0,1.0,-1,reannotate_fn
257,0.0,0.0,1.0,-1,reannotate_fn
257,0.0,0.0,1.0,-1,reannotate_fn
257,0.0,0.0,1.0,-1,reannotate_fn
257,0.0,0.0,1.0,-1,reannotate_fn
257,0.0,0.0,1.0,-1,reannotate_fn
257,0.0,0.0,1.0,-1,reannotate_fn
260,0.0,0.0,1.0,-1,reannotate_fn
260,0.0,0.0,1.0,-1,reannotate_fn
260,0.0,0.0,1.0,-1,reannotate_fn
260,0.0,0.0,1.0,-1,reannotate_fn
263,0.0,0.0,1.0,-1,reannotate_fn
283,0.693,0.182,0.818,40,mine_hard_negative
283,0.0,0.0,1.0,-1,reannotate_fn
283,0.0,0.0,1.0,-1,reannotate_fn
294,0.0,0.0,1.0,-1,reannotate_fn
294,0.0,0.0,1.0,-1,reannotate_fn
294,0.0,0.0,1.0,-1,reannotate_fn
294,0.0,0.0,1.0,-1,reannotate_fn
294,0.0,0.0,1.0,-1,reannotate_fn
294,0.0,0.0,1.0,-1,reannotate_fn
294,0.0,0.0,1.0,-1,reannotate_fn
294,0.0,0.0,1.0,-1,reannotate_fn
294,0.0,0.0,1.0,-1,reannotate_fn
294,0.0,0.0,1.0,-1,reannotate_fn
294,0.0,0.0,1.0,-1,reannotate_fn
294,0.0,0.0,1.0,-1,reannotate_fn
294,0.0,0.0,1.0,-1,reannotate_fn
294,0.0,0.0,1.0,-1,reannotate_fn
294,0.0,0.0,1.0,-1,reannotate_fn
294,0.0,0.0,1.0,-1,reannotate_fn
294,0.0,0.0,1.0,-1,reannotate_fn
294,0.0,0.0,1.0,-1,reannotate_fn
308,0.646,0.015,0.985,61,mine_hard_negative
308,0.0,0.0,1.0,-1,reannotate_fn
308,0.0,0.0,1.0,-1,reannotate_fn
308,0.0,0.0,1.0,-1,reannotate_fn
308,0.0,0.0,1.0,-1,reannotate_fn
308,0.0,0.0,1.0,-1,reannotate_fn
308,0.0,0.0,1.0,-1,reannotate_fn
308,0.0,0.0,1.0,-1,reannotate_fn
308,0.0,0.0,1.0,-1,reannotate_fn
309,0.0,0.0,1.0,-1,reannotate_fn
309,0.0,0.0,1.0,-1,reannotate_fn
309,0.0,0.0,1.0,-1,reannotate_fn
309,0.0,0.0,1.0,-1,reannotate_fn
312,0.0,0.0,1.0,-1,reannotate_fn
312,0.0,0.0,1.0,-1,reannotate_fn
315,0.0,0.0,1.0,-1,reannotate_fn
315,0.0,0.0,1.0,-1,reannotate_fn
315,0.0,0.0,1.0,-1,reannotate_fn
315,0.0,0.0,1.0,-1,reannotate_fn
315,0.0,0.0,1.0,-1,reannotate_fn
315,0.0,0.0,1.0,-1,reannotate_fn
315,0.0,0.0,1.0,-1,reannotate_fn
315,0.0,0.0,1.0,-1,reannotate_fn
315,0.0,0.0,1.0,-1,reannotate_fn
315,0.0,0.0,1.0,-1,reannotate_fn
315,0.0,0.0,1.0,-1,reannotate_fn
315,0.0,0.0,1.0,-1,reannotate_fn
315,0.0,0.0,1.0,-1,reannotate_fn
315,0.0,0.0,1.0,-1,reannotate_fn
315,0.0,0.0,1.0,-1,reannotate_fn
315,0.0,0.0,1.0,-1,reannotate_fn
315,0.0,0.0,1.0,-1,reannotate_fn
315,0.0,0.0,1.0,-1,reannotate_fn
315,0.0,0.0,1.0,-1,reannotate_fn
315,0.0,0.0,1.0,-1,reannotate_fn
315,0.0,0.0,1.0,-1,reannotate_fn
315,0.0,0.0,1.0,-1,reannotate_fn
315,0.0,0.0,1.0,-1,reannotate_fn
315,0.0,0.0,1.0,-1,reannotate_fn
315,0.0,0.0,1.0,-1,reannotate_fn
315,0.0,0.0,1.0,-1,reannotate_fn
315,0.0,0.0,1.0,-1,reannotate_fn
315,0.0,0.0,1.0,-1,reannotate_fn
315,0.0,0.0,1.0,-1,reannotate_fn
315,0.0,0.0,1.0,-1,reannotate_fn
315,0.0,0.0,1.0,-1,reannotate_fn
321,0.0,0.0,1.0,-1,reannotate_fn
322,0.641,0.199,0.801,30,mine_hard_negative
326,0.0,0.0,1.0,-1,reannotate_fn
328,0.0,0.0,1.0,-1,reannotate_fn
328,0.0,0.0,1.0,-1,reannotate_fn
328,0.0,0.0,1.0,-1,reannotate_fn
328,0.0,0.0,1.0,-1,reannotate_fn
328,0.0,0.0,1.0,-1,reannotate_fn
328,0.0,0.0,1.0,-1,reannotate_fn
328,0.0,0.0,1.0,-1,reannotate_fn
328,0.0,0.0,1.0,-1,reannotate_fn
332,0.0,0.0,1.0,-1,reannotate_fn
332,0.0,0.0,1.0,-1,reannotate_fn
338,0.0,0.0,1.0,-1,reannotate_fn
349,0.0,0.0,1.0,-1,reannotate_fn
349,0.0,0.0,1.0,-1,reannotate_fn
349,0.0,0.0,1.0,-1,reannotate_fn
357,0.0,0.0,1.0,-1,reannotate_fn
357,0.0,0.0,1.0,-1,reannotate_fn
357,0.0,0.0,1.0,-1,reannotate_fn
357,0.0,0.0,1.0,-1,reannotate_fn
357,0.0,0.0,1.0,-1,reannotate_fn
357,0.0,0.0,1.0,-1,reannotate_fn
357,0.0,0.0,1.0,-1,reannotate_fn
357,0.0,0.0,1.0,-1,reannotate_fn
357,0.0,0.0,1.0,-1,reannotate_fn
357,0.0,0.0,1.0,-1,reannotate_fn
357,0.0,0.0,1.0,-1,reannotate_fn
359,0.0,0.0,1.0,-1,reannotate_fn
360,0.618,0.35,0.65,1,mine_hard_negative
360,0.0,0.0,1.0,-1,reannotate_fn
360,0.0,0.0,1.0,-1,reannotate_fn
360,0.0,0.0,1.0,-1,reannotate_fn
368,0.0,0.0,1.0,-1,reannotate_fn
368,0.0,0.0,1.0,-1,reannotate_fn
368,0.0,0.0,1.0,-1,reannotate_fn
368,0.0,0.0,1.0,-1,reannotate_fn
368,0.0,0.0,1.0,-1,reannotate_fn
368,0.0,0.0,1.0,-1,reannotate_fn
368,0.0,0.0,1.0,-1,reannotate_fn
368,0.0,0.0,1.0,-1,reannotate_fn
368,0.0,0.0,1.0,-1,reannotate_fn
382,0.628,0.0,1.0,1,mine_hard_negative
382,0.0,0.0,1.0,-1,reannotate_fn
382,0.0,0.0,1.0,-1,reannotate_fn
384,0.0,0.0,1.0,-1,reannotate_fn
384,0.0,0.0,1.0,-1,reannotate_fn
384,0.0,0.0,1.0,-1,reannotate_fn
384,0.0,0.0,1.0,-1,reannotate_fn
384,0.0,0.0,1.0,-1,reannotate_fn
384,0.0,0.0,1.0,-1,reannotate_fn
384,0.0,0.0,1.0,-1,reannotate_fn
384,0.0,0.0,1.0,-1,reannotate_fn
384,0.0,0.0,1.0,-1,reannotate_fn
384,0.0,0.0,1.0,-1,reannotate_fn
387,0.0,0.0,1.0,-1,reannotate_fn
387,0.0,0.0,1.0,-1,reannotate_fn
387,0.0,0.0,1.0,-1,reannotate_fn
389,0.0,0.0,1.0,-1,reannotate_fn
389,0.0,0.0,1.0,-1,reannotate_fn
389,0.0,0.0,1.0,-1,reannotate_fn
389,0.0,0.0,1.0,-1,reannotate_fn
389,0.0,0.0,1.0,-1,reannotate_fn
389,0.0,0.0,1.0,-1,reannotate_fn
389,0.0,0.0,1.0,-1,reannotate_fn
394,0.694,0.088,0.912,17,mine_hard_negative
394,0.0,0.0,1.0,-1,reannotate_fn
395,0.0,0.0,1.0,-1,reannotate_fn
395,0.0,0.0,1.0,-1,reannotate_fn
395,0.0,0.0,1.0,-1,reannotate_fn
395,0.0,0.0,1.0,-1,reannotate_fn
395,0.0,0.0,1.0,-1,reannotate_fn
395,0.0,0.0,1.0,-1,reannotate_fn
395,0.0,0.0,1.0,-1,reannotate_fn
395,0.0,0.0,1.0,-1,reannotate_fn
397,0.0,0.0,1.0,-1,reannotate_fn
397,0.0,0.0,1.0,-1,reannotate_fn
397,0.0,0.0,1.0,-1,reannotate_fn
397,0.0,0.0,1.0,-1,reannotate_fn
397,0.0,0.0,1.0,-1,reannotate_fn
397,0.0,0.0,1.0,-1,reannotate_fn
400,0.0,0.0,1.0,-1,reannotate_fn
404,0.0,0.0,1.0,-1,reannotate_fn
404,0.0,0.0,1.0,-1,reannotate_fn
404,0.0,0.0,1.0,-1,reannotate_fn
404,0.0,0.0,1.0,-1,reannotate_fn
404,0.0,0.0,1.0,-1,reannotate_fn
419,0.0,0.0,1.0,-1,reannotate_fn
419,0.0,0.0,1.0,-1,reannotate_fn
419,0.0,0.0,1.0,-1,reannotate_fn
419,0.0,0.0,1.0,-1,reannotate_fn
419,0.0,0.0,1.0,-1,reannotate_fn
428,0.0,0.0,1.0,-1,reannotate_fn
431,0.0,0.0,1.0,-1,reannotate_fn
436,0.835,0.0,1.0,40,mine_hard_negative
438,0.81,0.0,1.0,55,mine_hard_negative
438,0.718,0.0,1.0,55,mine_hard_negative
438,0.705,0.22,0.78,55,mine_hard_negative
438,0.508,0.0,1.0,55,mine_hard_negative
443,0.0,0.0,1.0,-1,reannotate_fn
443,0.0,0.0,1.0,-1,reannotate_fn
443,0.0,0.0,1.0,-1,reannotate_fn
443,0.0,0.0,1.0,-1,reannotate_fn
443,0.0,0.0,1.0,-1,reannotate_fn
446,0.0,0.0,1.0,-1,reannotate_fn
446,0.0,0.0,1.0,-1,reannotate_fn
446,0.0,0.0,1.0,-1,reannotate_fn
446,0.0,0.0,1.0,-1,reannotate_fn
446,0.0,0.0,1.0,-1,reannotate_fn
446,0.0,0.0,1.0,-1,reannotate_fn
446,0.0,0.0,1.0,-1,reannotate_fn
446,0.0,0.0,1.0,-1,reannotate_fn
446,0.0,0.0,1.0,-1,reannotate_fn
446,0.0,0.0,1.0,-1,reannotate_fn
446,0.0,0.0,1.0,-1,reannotate_fn
450,0.0,0.0,1.0,-1,reannotate_fn
471,0.0,0.0,1.0,-1,reannotate_fn
486,0.0,0.0,1.0,-1,reannotate_fn
486,0.0,0.0,1.0,-1,reannotate_fn
486,0.0,0.0,1.0,-1,reannotate_fn
486,0.0,0.0,1.0,-1,reannotate_fn
486,0.0,0.0,1.0,-1,reannotate_fn
486,0.0,0.0,1.0,-1,reannotate_fn
486,0.0,0.0,1.0,-1,reannotate_fn
488,0.0,0.0,1.0,-1,reannotate_fn
488,0.0,0.0,1.0,-1,reannotate_fn
488,0.0,0.0,1.0,-1,reannotate_fn
488,0.0,0.0,1.0,-1,reannotate_fn
488,0.0,0.0,1.0,-1,reannotate_fn
491,0.0,0.0,1.0,-1,reannotate_fn
491,0.0,0.0,1.0,-1,reannotate_fn
491,0.0,0.0,1.0,-1,reannotate_fn
510,0.702,0.0,1.0,14,mine_hard_negative
510,0.0,0.0,1.0,-1,reannotate_fn
514,0.0,0.0,1.0,-1,reannotate_fn
520,0.0,0.0,1.0,-1,reannotate_fn
520,0.0,0.0,1.0,-1,reannotate_fn
520,0.0,0.0,1.0,-1,reannotate_fn
520,0.0,0.0,1.0,-1,reannotate_fn
520,0.0,0.0,1.0,-1,reannotate_fn
520,0.0,0.0,1.0,-1,reannotate_fn
529,0.0,0.0,1.0,-1,reannotate_fn
531,0.81,0.0,1.0,1,mine_hard_negative
531,0.0,0.0,1.0,-1,reannotate_fn
531,0.0,0.0,1.0,-1,reannotate_fn
531,0.0,0.0,1.0,-1,reannotate_fn
531,0.0,0.0,1.0,-1,reannotate_fn
531,0.0,0.0,1.0,-1,reannotate_fn
531,0.0,0.0,1.0,-1,reannotate_fn
531,0.0,0.0,1.0,-1,reannotate_fn
531,0.0,0.0,1.0,-1,reannotate_fn
532,0.0,0.0,1.0,-1,reannotate_fn
532,0.0,0.0,1.0,-1,reannotate_fn
532,0.0,0.0,1.0,-1,reannotate_fn
532,0.0,0.0,1.0,-1,reannotate_fn
536,0.0,0.0,1.0,-1,reannotate_fn
536,0.0,0.0,1.0,-1,reannotate_fn
536,0.0,0.0,1.0,-1,reannotate_fn
536,0.0,0.0,1.0,-1,reannotate_fn
536,0.0,0.0,1.0,-1,reannotate_fn
536,0.0,0.0,1.0,-1,reannotate_fn
536,0.0,0.0,1.0,-1,reannotate_fn
536,0.0,0.0,1.0,-1,reannotate_fn
540,0.0,0.0,1.0,-1,reannotate_fn
540,0.0,0.0,1.0,-1,reannotate_fn
540,0.0,0.0,1.0,-1,reannotate_fn
540,0.0,0.0,1.0,-1,reannotate_fn
540,0.0,0.0,1.0,-1,reannotate_fn
540,0.0,0.0,1.0,-1,reannotate_fn
540,0.0,0.0,1.0,-1,reannotate_fn
540,0.0,0.0,1.0,-1,reannotate_fn
540,0.0,0.0,1.0,-1,reannotate_fn
540,0.0,0.0,1.0,-1,reannotate_fn
540,0.0,0.0,1.0,-1,reannotate_fn
540,0.0,0.0,1.0,-1,reannotate_fn
540,0.0,0.0,1.0,-1,reannotate_fn
540,0.0,0.0,1.0,-1,reannotate_fn
540,0.0,0.0,1.0,-1,reannotate_fn
540,0.0,0.0,1.0,-1,reannotate_fn
540,0.0,0.0,1.0,-1,reannotate_fn
540,0.0,0.0,1.0,-1,reannotate_fn
540,0.0,0.0,1.0,-1,reannotate_fn
542,0.0,0.0,1.0,-1,reannotate_fn
542,0.0,0.0,1.0,-1,reannotate_fn
542,0.0,0.0,1.0,-1,reannotate_fn
542,0.0,0.0,1.0,-1,reannotate_fn
542,0.0,0.0,1.0,-1,reannotate_fn
542,0.0,0.0,1.0,-1,reannotate_fn
542,0.0,0.0,1.0,-1,reannotate_fn
542,0.0,0.0,1.0,-1,reannotate_fn
542,0.0,0.0,1.0,-1,reannotate_fn
544,0.0,0.0,1.0,-1,reannotate_fn
544,0.0,0.0,1.0,-1,reannotate_fn
544,0.0,0.0,1.0,-1,reannotate_fn
544,0.0,0.0,1.0,-1,reannotate_fn
544,0.0,0.0,1.0,-1,reannotate_fn
544,0.0,0.0,1.0,-1,reannotate_fn
544,0.0,0.0,1.0,-1,reannotate_fn
544,0.0,0.0,1.0,-1,reannotate_fn
544,0.0,0.0,1.0,-1,reannotate_fn
544,0.0,0.0,1.0,-1,reannotate_fn
560,0.0,0.0,1.0,-1,reannotate_fn
560,0.0,0.0,1.0,-1,reannotate_fn
560,0.0,0.0,1.0,-1,reannotate_fn
562,0.0,0.0,1.0,-1,reannotate_fn
562,0.0,0.0,1.0,-1,reannotate_fn
562,0.0,0.0,1.0,-1,reannotate_fn
564,0.579,0.0,1.0,57,mine_hard_negative
564,0.562,0.071,0.929,57,mine_hard_negative
564,0.506,0.014,0.986,57,mine_hard_negative
564,0.0,0.0,1.0,-1,reannotate_fn
564,0.0,0.0,1.0,-1,reannotate_fn
564,0.0,0.0,1.0,-1,reannotate_fn
564,0.0,0.0,1.0,-1,reannotate_fn
564,0.0,0.0,1.0,-1,reannotate_fn
564,0.0,0.0,1.0,-1,reannotate_fn
564,0.0,0.0,1.0,-1,reannotate_fn
564,0.0,0.0,1.0,-1,reannotate_fn
